"";"Gene";"B1";"B2";"B3";"B4";"Condition"
"244";"ENSMUSG00000064367.1";70109,2571049796;88925,4108741195;70550,9305659298;70186,3630114049;"STANDARD"
"245";"ENSMUSG00000064345.1";41263,3687284184;54010,3476240803;41711,6740266345;40128,8838167876;"STANDARD"
"246";"ENSMUSG00000030730.13";26244,6016465122;14273,2940820302;8519,5351162004;15413,8453402129;"STANDARD"
"247";"ENSMUSG00000031972.6";22695,310773646;12659,8794543563;8392,56037114773;11032,9670264256;"STANDARD"
"248";"ENSMUSG00000064370.1";68423,916406638;79859,4606721052;63729,0948187669;65403,5516126389;"STANDARD"
"249";"ENSMUSG00000057003.13";26518,4695099927;12527,0338753335;7615,66304215882;17907,176654447;"STANDARD"
"250";"ENSMUSG00000026950.19";21466,1111990946;15577,4117509106;9947,2955827926;16611,952095915;"STANDARD"
"251";"ENSMUSG00000064363.1";34299,431049347;44434,3109621541;34902,0654771433;33931,614121362;"STANDARD"
"252";"ENSMUSG00000092341.6";107299,413830395;152088,92030171;118822,966420285;137522,655056597;"STANDARD"
"253";"ENSMUSG00000017737.3";22129,2561260508;18008,181620511;17333,4635301896;25100,6250006811;"STANDARD"
"254";"ENSMUSG00000022483.18";15260,576834277;13778,4189479606;13416,057506898;16723,4933348087;"STANDARD"
"255";"ENSMUSG00000026193.16";24362,3325513534;29832,4522419301;22128,4061248451;25574,6752659789;"STANDARD"
"256";"ENSMUSG00000050578.11";11672,8162280791;13960,9548580682;13056,7660060823;17263,8914060002;"STANDARD"
"257";"ENSMUSG00000076617.10";39774,9564268939;9251,52837729036;25512,5182189154;12974,3615206171;"STANDARD"
"258";"ENSMUSG00000031375.19";29829,6144146149;26092,4942615018;27452,8804340536;33648,9147745109;"STANDARD"
"259";"ENSMUSG00000030695.17";13310,5277327719;7448,47922078239;6305,47178394871;8435,78697253199;"STANDARD"
"260";"ENSMUSG00000028364.16";20816,7054626141;18942,1570272286;17192,380480131;22566,9080654683;"STANDARD"
"261";"ENSMUSG00000061816.16";7775,46586316413;4579,62316692352;3411,38815041497;4865,50576553196;"STANDARD"
"262";"ENSMUSG00000056328.15";11094,8542820717;7869,32590241951;4822,21865100016;7802,11734812773;"STANDARD"
"263";"ENSMUSG00000032648.15";7553,80692349093;4146,60742461255;2623,20417742138;4819,3507701277;"STANDARD"
"264";"ENSMUSG00000001348.16";12507,2430629646;9023,35848965578;9749,77931271068;12066,6466110001;"STANDARD"
"265";"ENSMUSG00000061723.20";6430,85708861766;3361,70301114957;2408,75794133244;3594,32026710641;"STANDARD"
"266";"ENSMUSG00000005716.17";6477,57033623474;3100,06820666191;2090,85080186724;3534,70339804258;"STANDARD"
"267";"ENSMUSG00000029580.15";101284,396240173;61575,4470096537;93116,6941459562;82840,524251405;"STANDARD"
"268";"ENSMUSG00000029304.15";10677,1828916132;8375,35600877355;9152,52773412962;11027,1976520001;"STANDARD"
"269";"ENSMUSG00000027022.15";6476,65439020303;5044,07564930859;3501,68130245243;4687,61672074472;"STANDARD"
"270";"ENSMUSG00000028111.5";9619,26522499112;8616,70904547147;8424,53919582766;9906,01588863839;"STANDARD"
"271";"ENSMUSG00000006457.5";5319,81455215658;2278,6566111774;1552,85410431076;2828,91659331917;"STANDARD"
"272";"ENSMUSG00000037742.15";65300,5404385157;53519,5288435686;63610,5850567177;58215,8726408303;"STANDARD"
"273";"ENSMUSG00000029306.9";7462,21232032019;7776,0297705867;7763,32996788674;9417,54218727668;"STANDARD"
"274";"ENSMUSG00000064368.1";10020,449586879;13701,3482303595;11001,6562435633;10429,1058365533;"STANDARD"
"275";"ENSMUSG00000027966.21";8520,12998694224;11116,436925557;10443,9079189986;10481,9917687873;"STANDARD"
"276";"ENSMUSG00000074483.3";14139,4588914671;10896,3797450384;12477,3849471754;10978,1579693831;"STANDARD"
"277";"ENSMUSG00000040249.16";21423,9776816361;16883,5575965699;16236,7779544014;19898,5723936597;"STANDARD"
"278";"ENSMUSG00000020061.19";3171,00516177102;2353,69915199944;1518,99417229671;2121,20666378725;"STANDARD"
"279";"ENSMUSG00000070047.15";9630,25657737161;10465,3921795064;8616,41214390724;11032,9670264256;"STANDARD"
"280";"ENSMUSG00000061353.12";34837,0913699593;23232,7650031483;28162,9984526814;33221,9810670216;"STANDARD"
"281";"ENSMUSG00000054263.13";9131,06599009108;11722,8617824703;9277,62137184817;12026,2609900214;"STANDARD"
"282";"ENSMUSG00000030399.3";4520,19366647602;2245,19169432433;1464,44205960742;2569,29474417024;"STANDARD"
"283";"ENSMUSG00000030592.20";5896,86055213225;3186,26571976831;1841,60408009719;3553,93464612769;"STANDARD"
"284";"ENSMUSG00000025969.16";8172,98644092514;8911,8087668122;7676,79903051751;9653,12497631923;"STANDARD"
"285";"ENSMUSG00000057666.19";13253,7390788061;7539,74717583622;8016,33890432501;8274,24448861709;"STANDARD"
"286";"ENSMUSG00000039084.9";5459,03834897611;4973,0894620445;3838,39951525876;5715,52693089367;"STANDARD"
"287";"ENSMUSG00000026042.17";9410,42952976184;10442,0681465482;9663,24837534145;10046,4039996597;"STANDARD"
"288";"ENSMUSG00000024330.18";6513,29223147133;6139,2911099546;5568,07770897619;6254,96343968091;"STANDARD"
"289";"ENSMUSG00000023092.17";1947,30126340993;2411,50219020021;1934,71889313582;1827,93013048938;"STANDARD"
"290";"ENSMUSG00000030672.13";3339,53923160518;1922,71158646745;1309,25070454305;1932,74043255321;"STANDARD"
"291";"ENSMUSG00000027559.6";11191,028615401;8117,77755784384;7818,82263424309;7652,1136130639;"STANDARD"
"292";"ENSMUSG00000028464.17";3574,02141572228;2293,86793701971;1453,15541560274;2092,35979165959;"STANDARD"
"293";"ENSMUSG00000038170.16";5380,26699024927;3783,56378117619;2471,77503702524;3986,63772804259;"STANDARD"
"294";"ENSMUSG00000095079.7";932,433060278134;1049,5814831191;1044,95512410009;1117,33551374469;"STANDARD"
"295";"ENSMUSG00000052305.7";41826,6755379185;48086,043252697;60613,9810734748;31121,9287761279;"STANDARD"
"296";"ENSMUSG00000060600.16";3693,09439984424;2235,05081042946;1520,87527963083;2192,36228170215;"STANDARD"
"297";"ENSMUSG00000070436.13";7860,64884411291;6351,2355833574;5986,62409081646;6915,55681140432;"STANDARD"
"298";"ENSMUSG00000031097.16";3124,29191415394;1853,75357598233;1196,38426449624;1651,96421051065;"STANDARD"
"299";"ENSMUSG00000026249.11";6974,01308542015;6682,84248671966;6476,65255135305;8477,13415591497;"STANDARD"
"300";"ENSMUSG00000018339.13";12684,0206470841;12669,0062498617;12360,7562924603;14813,8303999576;"STANDARD"
"301";"ENSMUSG00000033196.18";2558,23726655877;3068,63146658781;2106,84021420721;1821,19919365959;"STANDARD"
"302";"ENSMUSG00000047419.6";3635,38979984667;2620,40439843454;1628,0983976753;2668,33567180853;"STANDARD"
"303";"ENSMUSG00000033065.15";3803,92386968084;2531,16462015968;1813,38747008549;2514,48568712768;"STANDARD"
"304";"ENSMUSG00000028763.19";12565,8636089938;11082,972008704;9557,90636463109;12623,3912430639;"STANDARD"
"305";"ENSMUSG00000026365.16";7356,87852667384;7453,54966272982;7420,96843307807;8449,24884619156;"STANDARD"
"306";"ENSMUSG00000061462.19";4302,19851092966;2611,27760292916;1456,91763027097;2836,60909255322;"STANDARD"
"307";"ENSMUSG00000017493.13";20984,3235864166;14630,2531951297;18574,9943707045;21936,1231282768;"STANDARD"
"308";"ENSMUSG00000064339.1";10453,6920598766;2025,13451380564;467,455172527224;1274,07018563831;"STANDARD"
"309";"ENSMUSG00000024471.13";2343,90589513924;1604,28783216851;1025,2034970919;1645,23327368087;"STANDARD"
"310";"ENSMUSG00000060802.9";27633,1758305806;16037,8078797377;26675,0425513976;23641,9348334257;"STANDARD"
"311";"ENSMUSG00000044938.9";1703,65961897577;1214,87789060549;741,15628964075;1203,87613012767;"STANDARD"
"312";"ENSMUSG00000026185.9";17402,0586564089;10207,8137285767;11518,9607604445;10360,8349058512;"STANDARD"
"313";"ENSMUSG00000021798.15";2247,73156180996;1508,96352355673;1050,59844610243;1311,57111940427;"STANDARD"
"314";"ENSMUSG00000032366.16";7695,77855840558;6458,72895264302;5649,90587801013;6891,51775129793;"STANDARD"
"315";"ENSMUSG00000032332.18";8419,37592345443;9808,26290311875;9238,11811783178;9409,84968804264;"STANDARD"
"316";"ENSMUSG00000030607.8";2460,23104116608;2734,99638644658;2342,91918463846;3555,8577709362;"STANDARD"
"317";"ENSMUSG00000026208.10";2587,54753957341;1610,37236250544;984,759689408458;1552,92328287235;"STANDARD"
"318";"ENSMUSG00000019787.10";1575,42717453673;1317,30081794368;750,561826311318;1258,68518717022;"STANDARD"
"319";"ENSMUSG00000034994.11";28749,7140432319;19711,8501148493;24681,0687772372;22605,3705616385;"STANDARD"
"320";"ENSMUSG00000020422.15";6998,74362827625;6275,17895414587;6638,42778208682;8118,47137912773;"STANDARD"
"321";"ENSMUSG00000038670.12";2656,24349195146;1221,9765093319;690,366391619683;1530,80734757448;"STANDARD"
"322";"ENSMUSG00000042082.8";4287,54337442234;3684,18311900645;3575,98504214991;4242,41332757451;"STANDARD"
"323";"ENSMUSG00000044951.18";2033,40019039043;1246,31463067959;891,644876369836;1479,84454014895;"STANDARD"
"324";"ENSMUSG00000049134.16";2055,38289515141;1527,2171145675;1002,63020908254;1502,92203785108;"STANDARD"
"325";"ENSMUSG00000076609.3";17488,1575833894;2869,87014224835;11054,3272489184;5915,53191097878;"STANDARD"
"326";"ENSMUSG00000050931.8";3635,38979984667;4111,1143309805;3908,00048662096;4643,38485014898;"STANDARD"
"327";"ENSMUSG00000007097.15";2473,97023164169;1922,71158646745;1170,9893154857;1526,96109795746;"STANDARD"
"328";"ENSMUSG00000006014.18";7625,25071396411;9836,65737802439;6537,78853971174;5165,51323565962;"STANDARD"
"329";"ENSMUSG00000033685.14";18886,8071738066;14513,6330303387;17922,2501257671;13624,3777058937;"STANDARD"
"330";"ENSMUSG00000068823.11";5940,8259616542;5986,16376314206;6169,09150222548;6073,22814527665;"STANDARD"
"331";"ENSMUSG00000022443.18";12640,0552375621;9253,55655406934;11086,3060735984;11704,1375845958;"STANDARD"
"332";"ENSMUSG00000027288.17";5426,06429183464;4503,56653771199;4144,07945705221;4854,92857908515;"STANDARD"
"333";"ENSMUSG00000061315.15";6102,94840926641;5078,55465455115;5170,22350781117;4979,93169163834;"STANDARD"
"334";"ENSMUSG00000031849.10";3129,78759034419;2828,29251827938;2039,12035017912;3254,88873840428;"STANDARD"
"335";"ENSMUSG00000028649.23";11786,3935360108;14120,1667352177;13306,0127278524;14397,473878915;"STANDARD"
"336";"ENSMUSG00000086503.5";34451,4780906105;51612,0285829434;42444,3653332717;42687,601374511;"STANDARD"
"337";"ENSMUSG00000024661.8";27329,0817480537;15973,9203112;22273,2513895718;18546,6156532768;"STANDARD"
"338";"ENSMUSG00000069919.8";24857,8593545072;23568,4282600685;26514,2078743309;14850,3697713193;"STANDARD"
"339";"ENSMUSG00000037071.4";36753,2504682912;24318,853668289;32695,5265742281;27650,6884967662;"STANDARD"
"340";"ENSMUSG00000064337.1";5672,45377436393;1174,314355026;204,100145751323;672,132120574474;"STANDARD"
"341";"ENSMUSG00000006574.16";31010,2688494858;30724,8500246787;36142,6557639912;18882,2009323619;"STANDARD"
"342";"ENSMUSG00000004207.16";30588,0177288687;16785,1910227897;25093,9718370751;27175,6766690641;"STANDARD"
"343";"ENSMUSG00000061482.8";14234,7172787647;10690,5198019725;14060,3367688319;7546,34174859581;"STANDARD"
"344";"ENSMUSG00000067274.11";18473,7155135066;13081,740224383;16561,2689695359;13669,5711388937;"STANDARD"
"345";"ENSMUSG00000068196.6";2790,88755861245;4488,35521186969;4941,66896671637;5419,36571038303;"STANDARD"
"346";"ENSMUSG00000070327.16";10428,0455709888;8876,31567318015;10970,6179725504;10256,9861661916;"STANDARD"
"347";"ENSMUSG00000005413.9";10842,0531773205;4146,60742461255;9095,15396043915;8962,72317006391;"STANDARD"
"348";"ENSMUSG00000032484.9";4042,98578395647;1512,00578872519;1748,48926705857;1329,84080508512;"STANDARD"
"349";"ENSMUSG00000004655.6";10167,9168979839;8874,28749640118;10425,0968456575;6019,38065063835;"STANDARD"
"350";"ENSMUSG00000098973.3";2451,98752688071;319,437842688421;68,6604176951456;246,159975489364;"STANDARD"
"351";"ENSMUSG00000001525.11";14434,3935136769;11350,6913435286;13979,4491534651;10222,3699196384;"STANDARD"
"352";"ENSMUSG00000023944.15";11561,0708122108;8236,42589941383;9584,24186730868;8500,2116536171;"STANDARD"
"353";"ENSMUSG00000044533.16";9876,6460599009;7612,76153987929;8680,36979326711;6445,35279572346;"STANDARD"
"354";"ENSMUSG00000015656.18";11135,1559074669;8384,48280427893;9576,71743797223;7522,30268848943;"STANDARD"
"355";"ENSMUSG00000026879.15";6817,38631399818;4824,0184687899;4574,85303656422;4221,25895468089;"STANDARD"
"356";"ENSMUSG00000067149.7";3293,74193001981;700,735077135552;1774,82476973616;738,479926468092;"STANDARD"
"357";"ENSMUSG00000073940.4";10493,07773924;13136,5009974153;17422,81612856;8252,12855331922;"STANDARD"
"358";"ENSMUSG00000056054.10";3096,81353320272;808,228446421179;1262,22302119021;1061,56489429788;"STANDARD"
"359";"ENSMUSG00000025393.13";7987,04939648854;6029,76956389;6655,35774809384;5646,29443778728;"STANDARD"
"360";"ENSMUSG00000009350.14";4234,41850458331;1684,40081493799;2505,63496903929;1492,34485140427;"STANDARD"
"361";"ENSMUSG00000039218.18";17470,754608787;17015,3890872032;16178,4636270438;16191,7493252555;"STANDARD"
"362";"ENSMUSG00000028465.17";12557,6200947085;8843,86484471657;10249,2133099178;10605,071756532;"STANDARD"
"363";"ENSMUSG00000018293.5";9111,83112342522;5414,21791147136;7653,28518884109;7017,48242625538;"STANDARD"
"364";"ENSMUSG00000022565.16";7357,79447270555;5983,1214979736;4841,97027800835;6204,00063225537;"STANDARD"
"365";"ENSMUSG00000032518.7";12971,6277010402;9724,09356679133;12249,7709597476;10419,4902125107;"STANDARD"
"366";"ENSMUSG00000069273.3";9165,87193929596;7095,57646124089;9372,6172922209;5379,94165180856;"STANDARD"
"367";"ENSMUSG00000035202.9";2127,74263165629;608,45303369223;296,274405122889;478,858077319153;"STANDARD"
"368";"ENSMUSG00000069310.5";7835,91830125681;6128,13613767025;7899,71024960997;4373,18581455323;"STANDARD"
"369";"ENSMUSG00000069662.6";4969,00722201265;5122,16045529909;6012,019039827;6424,19842282984;"STANDARD"
"370";"ENSMUSG00000025428.16";7270,77959969335;5372,64028750239;5983,80242981529;5738,6044285958;"STANDARD"
"371";"ENSMUSG00000101972.2";6347,50599973229;4210,49499315023;6012,95959349405;3479,89434100003;"STANDARD"
"372";"ENSMUSG00000007892.9";7192,92418699822;5033,93476541372;6353,44002096861;5111,66574102132;"STANDARD"
"373";"ENSMUSG00000052565.8";11782,729751884;10207,8137285767;12883,7041313439;7298,25864829794;"STANDARD"
"374";"ENSMUSG00000049577.16";5234,6315712078;4044,18449727436;4711,23331828746;2726,02941606385;"STANDARD"
"375";"ENSMUSG00000032294.18";4445,08609187602;2528,12235499122;2628,84749942373;3172,19437163833;"STANDARD"
"376";"ENSMUSG00000069265.3";6670,834948925;4914,27233545425;6793,61913715119;3562,58870776599;"STANDARD"
"377";"ENSMUSG00000021061.16";7508,92556793727;7125,9991129255;7981,53841864391;4485,6886158511;"STANDARD"
"378";"ENSMUSG00000069274.4";7711,34964094461;5989,20602831052;8307,91054111262;4421,263934766;"STANDARD"
"379";"ENSMUSG00000036427.6";4947,94046328338;2770,48948007862;3252,43458068238;3582,78151825535;"STANDARD"
"380";"ENSMUSG00000091405.3";7812,10370443242;5476,07730323007;7935,45128895813;4018,36928738301;"STANDARD"
"381";"ENSMUSG00000027763.14";12543,8809042329;13960,9548580682;15273,6509993352;13719,572383915;"STANDARD"
"382";"ENSMUSG00000093674.8";6431,77303464937;4983,23034593937;5639,55978767251;4316,45363270217;"STANDARD"
"383";"ENSMUSG00000049775.17";12253,5260121816;8606,5681615766;13115,0803334399;13345,5246086597;"STANDARD"
"384";"ENSMUSG00000024393.15";8043,83805045439;6321,82702006227;6692,97989477611;6391,50530108516;"STANDARD"
"385";"ENSMUSG00000021939.9";18199,8476500261;10705,7311278148;17131,2444917724;17363,8938960427;"STANDARD"
"386";"ENSMUSG00000069516.9";15898,0752723454;10272,7153855038;15909,4652782656;16646,5683424682;"STANDARD"
"387";"ENSMUSG00000022587.16";12651,9625359743;6905,94193240681;11293,2278803509;10906,0407890639;"STANDARD"
"388";"ENSMUSG00000064373.14";15495,0590183941;9893,44632783567;15207,8122426412;18948,5487382555;"STANDARD"
"389";"ENSMUSG00000027962.15";11567,4824344328;6380,64414665252;12208,3865983971;10739,6904931278;"STANDARD"
"390";"ENSMUSG00000036594.16";10174,3285202058;5965,88199535232;11518,0202067774;11121,4307676171;"STANDARD"
"391";"ENSMUSG00000046805.12";9301,43195198866;5099,85051073038;9167,57659280252;9323,30907165966;"STANDARD"
"392";"ENSMUSG00000024610.17";9583,54332975454;4875,73697665374;9417,76386823963;8740,60225468093;"STANDARD"
"393";"ENSMUSG00000028581.18";10385,9120535302;5539,96487176776;8680,36979326711;9515,62155251072;"STANDARD"
"394";"ENSMUSG00000017707.10";18832,7663579359;16880,5153314014;23284,3465816579;18060,0650767236;"STANDARD"
"395";"ENSMUSG00000002985.17";8216,03590441538;3805,8737257449;6678,87158977026;6832,86244463836;"STANDARD"
"396";"ENSMUSG00000025743.15";9433,32818055452;5168,8085212155;7831,99038558188;9192,53658468093;"STANDARD"
"397";"ENSMUSG00000092274.5";4795,89342201995;8303,35573311997;4826,92141933544;7488,64800434049;"STANDARD"
"398";"ENSMUSG00000025993.11";7584,94908856899;4472,12979763789;7990,00340164742;7826,15640823411;"STANDARD"
"399";"ENSMUSG00000021998.17";10308,9725868668;6234,61541856639;9286,08635485168;9869,47651727668;"STANDARD"
"400";"ENSMUSG00000050708.17";8742,70487264714;4576,58090175506;7308,10199303125;7814,61765938305;"STANDARD"
"401";"ENSMUSG00000073411.13";7565,71422190313;4473,14388602738;6658,17940909501;6078,99751970218;"STANDARD"
"402";"ENSMUSG00000027322.12";4792,22963789312;2639,67207783479;3899,53550361745;4817,42764531919;"STANDARD"
"403";"ENSMUSG00000002602.17";6188,1313902152;3273,4773212642;5231,35949616986;5526,09913725537;"STANDARD"
"404";"ENSMUSG00000020372.16";13957,1856311574;10571,8714604025;13446,1552242439;11780,101014532;"STANDARD"
"405";"ENSMUSG00000022108.9";6999,65957430796;5421,31653019777;7441,66061375332;7727,11548059581;"STANDARD"
"406";"ENSMUSG00000061232.17";6294,38112989326;3806,88781413439;5360,21534855664;5195,32167019153;"STANDARD"
"407";"ENSMUSG00000032562.14";9197,01410437401;5933,43116688873;8175,29247405761;7934,81295991496;"STANDARD"
"408";"ENSMUSG00000034708.13";6039,7481330786;3913,36709503053;5271,8033038533;6254,96343968091;"STANDARD"
"409";"ENSMUSG00000037902.19";7390,76852984702;4685,08835943017;6619,61670874568;7025,17492548942;"STANDARD"
"410";"ENSMUSG00000045128.10";10760,5339804985;7563,07120879442;10429,7996139927;8585,79070759582;"STANDARD"
"411";"ENSMUSG00000032554.16";7481,44718698605;4862,55382759041;6564,12404238933;7036,71367434049;"STANDARD"
"412";"ENSMUSG00000033880.12";3962,38253316622;2196,51545162895;3194,12025332486;3293,3512345745;"STANDARD"
"413";"ENSMUSG00000060126.15";9535,91413610575;8544,70876981789;10965,9152042151;9343,50188214902;"STANDARD"
"414";"ENSMUSG00000062825.16";7634,41017428119;4874,72288826425;6510,51248336709;6824,20838300006;"STANDARD"
"415";"ENSMUSG00000031328.17";13196,9504248402;9895,47450461464;10826,7132614907;11763,7544536597;"STANDARD"
"416";"ENSMUSG00000073421.7";5304,24346961756;3030,09610778731;5273,68441118742;5084,74199370217;"STANDARD"
"417";"ENSMUSG00000031207.17";7577,62152031533;5594,72564480006;7670,21515484812;7154,02428765964;"STANDARD"
"418";"ENSMUSG00000036181.3";8779,34271391544;7498,16955186725;9902,14900677388;6058,80470921282;"STANDARD"
"419";"ENSMUSG00000101609.4";3396,32788557104;5525,76763431494;3769,73909756361;3971,2527295745;"STANDARD"
"420";"ENSMUSG00000036905.9";3896,43441888328;1693,52761044337;3335,20330338337;3582,78151825535;"STANDARD"
"421";"ENSMUSG00000031447.8";7082,09471716162;4302,77703659356;6199,1892195713;6362,6584289575;"STANDARD"
"422";"ENSMUSG00000038393.15";6451,92384734693;5211,40023357395;5867,17377510025;6852,09369272346;"STANDARD"
"423";"ENSMUSG00000038642.11";3566,69384746862;1734,09114602286;3164,02253597904;3227,96499108513;"STANDARD"
"424";"ENSMUSG00000060586.12";4461,57312044675;2488,57290780122;4368,87178347878;4420,30237236174;"STANDARD"
"425";"ENSMUSG00000015340.11";3354,1943681125;2221,86766136613;3610,78552783101;3534,70339804258;"STANDARD"
"426";"ENSMUSG00000022283.16";20225,9202721628;18713,987139594;23057,6731478972;16200,4033868938;"STANDARD"
"427";"ENSMUSG00000022584.15";2030,65235229531;1008,00385915013;1948,82719814167;1715,4273291915;"STANDARD"
"428";"ENSMUSG00000030536.11";7453,96880603483;5467,96459611418;7122,81292062106;7854,04171795752;"STANDARD"
"429";"ENSMUSG00000031004.9";23973,9714339095;27652,1622045329;30714,7205514065;16604,259596681;"STANDARD"
"430";"ENSMUSG00000027562.13";15661,7611961648;17858,096538867;20511,5943711745;11120,4692052129;"STANDARD"
"431";"ENSMUSG00000047139.10";10461,9355741619;11132,6623397888;14037,7634808226;6821,32369578729;"STANDARD"
"432";"ENSMUSG00000034248.8";10451,8601678132;12268,4413360143;14388,5899986348;7538,64924936177;"STANDARD"
"433";"ENSMUSG00000069917.8";11410,8556630108;11677,2278049434;13684,1153020092;7567,49612148943;"STANDARD"
"434";"ENSMUSG00000022797.17";8362,58726948857;10859,8725630168;12815,9842673158;7038,636799149;"STANDARD"
"435";"ENSMUSG00000004552.17";8182,14590124221;7975,80518331565;9893,68402377036;4598,19141714898;"STANDARD"
"436";"ENSMUSG00000028644.18";7166,3617520787;7873,38225597746;8780,06848197513;4609,73016600004;"STANDARD"
"437";"ENSMUSG00000069833.14";27557,1523099489;28524,2782194918;24424,2976261307;29266,1133359151;"STANDARD"
"438";"ENSMUSG00000100210.3";7715,01342507144;6360,36237886278;8107,57261002952;4332,80019357451;"STANDARD"
"439";"ENSMUSG00000024588.11";7333,06392984945;7352,14082378112;9293,61078418813;5315,51697072345;"STANDARD"
"440";"ENSMUSG00000058773.3";6440,01654893474;6501,32066500148;7782,14104122787;3853,94211625535;"STANDARD"
"441";"ENSMUSG00000031543.19";7143,46310128602;7072,25242828269;7748,28110921383;4335,68488078727;"STANDARD"
"442";"ENSMUSG00000051839.8";4553,16772361749;5773,20520134978;6652,53608709267;3238,54217753194;"STANDARD"
"443";"ENSMUSG00000028906.18";7751,65126633973;8700,87838179889;9808,0936400682;6255,92500208516;"STANDARD"
"444";"ENSMUSG00000026028.13";5991,20299339811;6761,94138109965;7775,55716555848;4531,84361125536;"STANDARD"
"445";"ENSMUSG00000025270.14";5845,56757435663;5658,61321333774;7377,70296439345;4328,95394395748;"STANDARD"
"446";"ENSMUSG00000051627.4";5819,00513943712;5437,54194442956;6766,34308080654;3888,55836280854;"STANDARD"
"447";"ENSMUSG00000028332.14";4707,04665694433;4910,2159818963;5645,20310967485;2767,37659944683;"STANDARD"
"448";"ENSMUSG00000020914.18";4873,74883471508;5483,17592195648;6743,76979279718;3598,16651672344;"STANDARD"
"449";"ENSMUSG00000022100.15";4725,36557757848;5969,93834891027;6675,10937510203;4052,02397153195;"STANDARD"
"450";"ENSMUSG00000049539.4";4856,34586011264;4736,80686729401;5770,2967473934;3121,23156421279;"STANDARD"
"451";"ENSMUSG00000039361.12";10542,5388249522;11542,3540491416;12641,9818389103;9620,43185457455;"STANDARD"
"452";"ENSMUSG00000044468.15";4292,12310458088;5076,52647777217;5953,70471246947;3368,35310210641;"STANDARD"
"453";"ENSMUSG00000121605.1";3264,43165700518;3635,50687631108;4347,23904913648;2020,24261134044;"STANDARD"
"454";"ENSMUSG00000042744.17";7111,40499017626;6948,53364476527;7159,49451363628;5017,4326254043;"STANDARD"
"455";"ENSMUSG00000022742.7";3545,62708873935;4220,6358770451;4868,30578068594;2402,94444823406;"STANDARD"
"456";"ENSMUSG00000036698.12";7827,67478697145;7991,01650915796;8664,38038092714;6191,50032100005;"STANDARD"
"457";"ENSMUSG00000005161.16";4929,62154264923;4621,20079089249;5448,62739325998;3131,8087506596;"STANDARD"
"458";"ENSMUSG00000053641.10";5154,94426644925;6488,13751593815;7081,42855927056;4875,12138957451;"STANDARD"
"459";"ENSMUSG00000020649.12";3475,09924429788;3775,45107406029;4410,25614482928;2224,09384104257;"STANDARD"
"460";"ENSMUSG00000009575.15";4947,94046328338;5685,99359985389;6205,77309524069;3990,48397765961;"STANDARD"
"461";"ENSMUSG00000095217.2";4180,37768871258;3654,77455571133;4661,38397393345;2719,29847923407;"STANDARD"
"462";"ENSMUSG00000055447.20";7807,52397427388;8326,67976607817;10435,4429359951;7714,61516934049;"STANDARD"
"463";"ENSMUSG00000038664.17";6210,11409497618;7169,60491367345;7621,30636416116;5690,52630838303;"STANDARD"
"464";"ENSMUSG00000023216.14";3138,03110462956;3500,6331205093;3835,57785425759;2000,04980085108;"STANDARD"
"465";"ENSMUSG00000022099.19";3498,91384112227;3250,153288306;3851,56726659755;1826,00700568087;"STANDARD"
"466";"ENSMUSG00000026532.8";2882,48216178319;3541,19665608878;3936,21709663266;2131,78385023406;"STANDARD"
"467";"ENSMUSG00000030978.11";3757,21062206376;4220,6358770451;4837,26750967307;2824,1087812979;"STANDARD"
"468";"ENSMUSG00000042066.17";3627,14628556131;3544,23892125724;4129,0305983793;2273,13352365959;"STANDARD"
"469";"ENSMUSG00000032028.16";2624,1853808417;3155,8430680837;3727,41418254606;1784,65982229789;"STANDARD"
"470";"ENSMUSG00000019961.18";4495,46312361992;4932,52592646501;5751,48567405227;3893,36617482982;"STANDARD"
