"";"boot";"cols";"Accuracy";"acc_teste";"mean_acc_test"
"25350";6338;2;1;0,4;0,625
"25351";6338;3;1;0,6;0,625
"25352";6338;4;1;0,65;0,625
"25353";6339;1;1;0,7;0,6
"25354";6339;2;1;0,45;0,6
"25355";6339;3;1;0,55;0,6
"25356";6339;4;1;0,65;0,6
"25357";6340;1;1;0,5;0,5
"25358";6340;2;1;0,55;0,5
"25359";6340;3;1;0,5;0,5
"25360";6340;4;1;0,5;0,5
"25361";6341;1;1;0,55;0,525
"25362";6341;2;1;0,5;0,525
"25363";6341;3;1;0,5;0,525
"25364";6341;4;1;0,55;0,525
"25365";6342;1;1;0,6;0,525
"25366";6342;2;1;0,5;0,525
"25367";6342;3;1;0,5;0,525
"25368";6342;4;1;0,55;0,525
"25369";6343;1;1;0,7;0,575
"25370";6343;2;1;0,55;0,575
"25371";6343;3;1;0,55;0,575
"25372";6343;4;1;0,6;0,575
"25373";6344;1;1;0,6;0,525
"25374";6344;2;1;0,5;0,525
"25375";6344;3;1;0,55;0,525
"25376";6344;4;1;0,5;0,525
"25377";6345;1;1;0,45;0,5
"25378";6345;2;1;0,45;0,5
"25379";6345;3;1;0,6;0,5
"25380";6345;4;1;0,55;0,5
"25381";6346;1;1;0,6;0,475
"25382";6346;2;1;0,5;0,475
"25383";6346;3;1;0,45;0,475
"25384";6346;4;1;0,45;0,475
"25385";6347;1;1;0,6;0,55
"25386";6347;2;1;0,6;0,55
"25387";6347;3;1;0,5;0,55
"25388";6347;4;1;0,5;0,55
"25389";6348;1;1;0,5;0,5
"25390";6348;2;1;0,5;0,5
"25391";6348;3;1;0,5;0,5
"25392";6348;4;1;0,6;0,5
"25393";6349;1;1;0,6;0,6
"25394";6349;2;1;0,55;0,6
"25395";6349;3;1;0,6;0,6
"25396";6349;4;1;0,75;0,6
"25397";6350;1;1;0,4;0,5
"25398";6350;2;1;0,5;0,5
"25399";6350;3;1;0,5;0,5
"25400";6350;4;1;0,5;0,5
"25401";6351;1;1;0,55;0,525
"25402";6351;2;1;0,5;0,525
"25403";6351;3;1;0,55;0,525
"25404";6351;4;1;0,45;0,525
"25405";6352;1;1;0,3;0,475
"25406";6352;2;1;0,55;0,475
"25407";6352;3;1;0,5;0,475
"25408";6352;4;1;0,45;0,475
"25409";6353;1;1;0,55;0,575
"25410";6353;2;1;0,5;0,575
"25411";6353;3;1;0,65;0,575
"25412";6353;4;1;0,6;0,575
"25413";6354;1;1;0,55;0,5
"25414";6354;2;1;0,5;0,5
"25415";6354;3;1;0,5;0,5
"25416";6354;4;1;0,4;0,5
"25417";6355;1;1;0,35;0,4
"25418";6355;2;1;0,5;0,4
"25419";6355;3;1;0,45;0,4
"25420";6355;4;1;0,35;0,4
"25421";6356;1;1;0,6;0,5
"25422";6356;2;1;0,5;0,5
"25423";6356;3;1;0,5;0,5
"25424";6356;4;1;0,5;0,5
"25425";6357;1;1;0,5;0,525
"25426";6357;2;1;0,45;0,525
"25427";6357;3;1;0,6;0,525
"25428";6357;4;1;0,55;0,525
"25429";6358;1;1;0,4;0,5
"25430";6358;2;1;0,5;0,5
"25431";6358;3;1;0,5;0,5
"25432";6358;4;1;0,55;0,5
"25433";6359;1;1;0,6;0,6
"25434";6359;2;1;0,6;0,6
"25435";6359;3;1;0,6;0,6
"25436";6359;4;1;0,5;0,6
"25437";6360;1;1;0,35;0,475
"25438";6360;2;1;0,45;0,475
"25439";6360;3;1;0,5;0,475
"25440";6360;4;1;0,5;0,475
"25441";6361;1;1;0,35;0,6
"25442";6361;2;1;0,6;0,6
"25443";6361;3;1;0,65;0,6
"25444";6361;4;1;0,6;0,6
"25445";6362;1;1;0,6;0,45
"25446";6362;2;1;0,4;0,45
"25447";6362;3;1;0,35;0,45
"25448";6362;4;1;0,5;0,45
"25449";6363;1;1;0,5;0,525
"25450";6363;2;1;0,5;0,525
"25451";6363;3;1;0,55;0,525
"25452";6363;4;1;0,55;0,525
"25453";6364;1;1;0,35;0,575
"25454";6364;2;1;0,55;0,575
"25455";6364;3;1;0,6;0,575
"25456";6364;4;1;0,75;0,575
"25457";6365;1;1;0,6;0,5
"25458";6365;2;1;0,55;0,5
"25459";6365;3;1;0,45;0,5
"25460";6365;4;1;0,45;0,5
"25461";6366;1;1;0,35;0,45
"25462";6366;2;1;0,5;0,45
"25463";6366;3;1;0,4;0,45
"25464";6366;4;1;0,5;0,45
"25465";6367;1;1;0,45;0,525
"25466";6367;2;1;0,55;0,525
"25467";6367;3;1;0,5;0,525
"25468";6367;4;1;0,6;0,525
"25469";6368;1;1;0,55;0,525
"25470";6368;2;1;0,4;0,525
"25471";6368;3;1;0,55;0,525
"25472";6368;4;1;0,5;0,525
"25473";6369;1;1;0,4;0,525
"25474";6369;2;1;0,5;0,525
"25475";6369;3;1;0,55;0,525
"25476";6369;4;1;0,6;0,525
"25477";6370;1;1;0,6;0,55
"25478";6370;2;1;0,5;0,55
"25479";6370;3;1;0,55;0,55
"25480";6370;4;1;0,55;0,55
"25481";6371;1;1;0,55;0,5
"25482";6371;2;1;0,45;0,5
"25483";6371;3;1;0,55;0,5
"25484";6371;4;1;0,45;0,5
"25485";6372;1;1;0,55;0,55
"25486";6372;2;1;0,55;0,55
"25487";6372;3;1;0,4;0,55
"25488";6372;4;1;0,6;0,55
"25489";6373;1;1;0,45;0,45
"25490";6373;2;1;0,4;0,45
"25491";6373;3;1;0,45;0,45
"25492";6373;4;1;0,45;0,45
"25493";6374;1;1;0,45;0,5
"25494";6374;2;1;0,55;0,5
"25495";6374;3;1;0,6;0,5
"25496";6374;4;1;0,45;0,5
"25497";6375;1;1;0,55;0,55
"25498";6375;2;1;0,5;0,55
"25499";6375;3;1;0,55;0,55
"25500";6375;4;1;0,55;0,55
"25501";6376;1;1;0,45;0,55
"25502";6376;2;1;0,55;0,55
"25503";6376;3;1;0,55;0,55
"25504";6376;4;1;0,55;0,55
"25505";6377;1;1;0,35;0,4
"25506";6377;2;1;0,4;0,4
"25507";6377;3;1;0,6;0,4
"25508";6377;4;1;0,4;0,4
"25509";6378;1;1;0,35;0,425
"25510";6378;2;1;0,4;0,425
"25511";6378;3;1;0,45;0,425
"25512";6378;4;1;0,55;0,425
"25513";6379;1;1;0,55;0,55
"25514";6379;2;1;0,45;0,55
"25515";6379;3;1;0,55;0,55
"25516";6379;4;1;0,7;0,55
"25517";6380;1;1;0,5;0,525
"25518";6380;2;1;0,5;0,525
"25519";6380;3;1;0,55;0,525
"25520";6380;4;1;0,55;0,525
"25521";6381;1;1;0,5;0,575
"25522";6381;2;1;0,55;0,575
"25523";6381;3;1;0,6;0,575
"25524";6381;4;1;0,6;0,575
"25525";6382;1;1;0,3;0,475
"25526";6382;2;1;0,55;0,475
"25527";6382;3;1;0,6;0,475
"25528";6382;4;1;0,4;0,475
"25529";6383;1;1;0,6;0,5
"25530";6383;2;1;0,5;0,5
"25531";6383;3;1;0,45;0,5
"25532";6383;4;1;0,5;0,5
"25533";6384;1;1;0,35;0,5
"25534";6384;2;1;0,45;0,5
"25535";6384;3;1;0,6;0,5
"25536";6384;4;1;0,55;0,5
"25537";6385;1;1;0,6;0,525
"25538";6385;2;1;0,5;0,525
"25539";6385;3;1;0,55;0,525
"25540";6385;4;1;0,4;0,525
"25541";6386;1;1;0,5;0,525
"25542";6386;2;1;0,55;0,525
"25543";6386;3;1;0,55;0,525
"25544";6386;4;1;0,5;0,525
"25545";6387;1;1;0,35;0,475
"25546";6387;2;1;0,45;0,475
"25547";6387;3;1;0,5;0,475
"25548";6387;4;1;0,65;0,475
"25549";6388;1;1;0,4;0,5
"25550";6388;2;1;0,65;0,5
"25551";6388;3;1;0,5;0,5
"25552";6388;4;1;0,5;0,5
"25553";6389;1;1;0,55;0,575
"25554";6389;2;1;0,45;0,575
"25555";6389;3;1;0,6;0,575
"25556";6389;4;1;0,6;0,575
"25557";6390;1;1;0,55;0,55
"25558";6390;2;1;0,55;0,55
"25559";6390;3;1;0,55;0,55
"25560";6390;4;1;0,55;0,55
"25561";6391;1;1;0,6;0,6
"25562";6391;2;1;0,6;0,6
"25563";6391;3;1;0,6;0,6
"25564";6391;4;1;0,45;0,6
"25565";6392;1;1;0,45;0,475
"25566";6392;2;1;0,5;0,475
"25567";6392;3;1;0,45;0,475
"25568";6392;4;1;0,5;0,475
"25569";6393;1;1;0,3;0,425
"25570";6393;2;1;0,45;0,425
"25571";6393;3;1;0,6;0,425
"25572";6393;4;1;0,4;0,425
"25573";6394;1;1;0,55;0,525
"25574";6394;2;1;0,5;0,525
"25575";6394;3;1;0,55;0,525
"25576";6394;4;1;0,5;0,525
"25577";6395;1;1;0,45;0,475
"25578";6395;2;1;0,4;0,475
"25579";6395;3;1;0,6;0,475
"25580";6395;4;1;0,5;0,475
"25581";6396;1;1;0,5;0,525
"25582";6396;2;1;0,4;0,525
"25583";6396;3;1;0,65;0,525
"25584";6396;4;1;0,55;0,525
"25585";6397;1;1;0,65;0,575
"25586";6397;2;1;0,5;0,575
"25587";6397;3;1;0,55;0,575
"25588";6397;4;1;0,6;0,575
"25589";6398;1;1;0,45;0,475
"25590";6398;2;1;0,5;0,475
"25591";6398;3;1;0,4;0,475
"25592";6398;4;1;0,5;0,475
"25593";6399;1;1;0,5;0,5
"25594";6399;2;1;0,45;0,5
"25595";6399;3;1;0,5;0,5
"25596";6399;4;1;0,6;0,5
"25597";6400;1;1;0,5;0,55
"25598";6400;2;1;0,55;0,55
"25599";6400;3;1;0,55;0,55
"25600";6400;4;1;0,55;0,55
"25601";6401;1;1;0,55;0,525
"25602";6401;2;1;0,55;0,525
"25603";6401;3;1;0,5;0,525
"25604";6401;4;1;0,5;0,525
"25605";6402;1;1;0,35;0,525
"25606";6402;2;1;0,55;0,525
"25607";6402;3;1;0,5;0,525
"25608";6402;4;1;0,6;0,525
"25609";6403;1;1;0,4;0,625
"25610";6403;2;1;0,65;0,625
"25611";6403;3;1;0,6;0,625
"25612";6403;4;1;0,65;0,625
"25613";6404;1;1;0,45;0,475
"25614";6404;2;1;0,45;0,475
"25615";6404;3;1;0,5;0,475
"25616";6404;4;1;0,55;0,475
"25617";6405;1;1;0,45;0,525
"25618";6405;2;1;0,55;0,525
"25619";6405;3;1;0,55;0,525
"25620";6405;4;1;0,5;0,525
"25621";6406;1;1;0,7;0,55
"25622";6406;2;1;0,5;0,55
"25623";6406;3;1;0,55;0,55
"25624";6406;4;1;0,55;0,55
"25625";6407;1;1;0,75;0,575
"25626";6407;2;1;0,45;0,575
"25627";6407;3;1;0,5;0,575
"25628";6407;4;1;0,65;0,575
"25629";6408;1;1;0,6;0,475
"25630";6408;2;1;0,45;0,475
"25631";6408;3;1;0,45;0,475
"25632";6408;4;1;0,5;0,475
"25633";6409;1;1;0,35;0,5
"25634";6409;2;1;0,5;0,5
"25635";6409;3;1;0,6;0,5
"25636";6409;4;1;0,5;0,5
"25637";6410;1;1;0,6;0,525
"25638";6410;2;1;0,45;0,525
"25639";6410;3;1;0,5;0,525
"25640";6410;4;1;0,55;0,525
"25641";6411;1;1;0,6;0,55
"25642";6411;2;1;0,5;0,55
"25643";6411;3;1;0,6;0,55
"25644";6411;4;1;0,4;0,55
"25645";6412;1;1;0,35;0,55
"25646";6412;2;1;0,6;0,55
"25647";6412;3;1;0,55;0,55
"25648";6412;4;1;0,55;0,55
"25649";6413;1;1;0,6;0,525
"25650";6413;2;1;0,55;0,525
"25651";6413;3;1;0,5;0,525
"25652";6413;4;1;0,5;0,525
"25653";6414;1;1;0,7;0,5
"25654";6414;2;1;0,5;0,5
"25655";6414;3;1;0,45;0,5
"25656";6414;4;1;0,5;0,5
"25657";6415;1;1;0,55;0,475
"25658";6415;2;1;0,45;0,475
"25659";6415;3;1;0,45;0,475
"25660";6415;4;1;0,5;0,475
"25661";6416;1;1;0,25;0,4
"25662";6416;2;1;0,4;0,4
"25663";6416;3;1;0,5;0,4
"25664";6416;4;1;0,4;0,4
"25665";6417;1;1;0,5;0,5
"25666";6417;2;1;0,5;0,5
"25667";6417;3;1;0,4;0,5
"25668";6417;4;1;0,55;0,5
"25669";6418;1;1;0,25;0,45
"25670";6418;2;1;0,4;0,45
"25671";6418;3;1;0,55;0,45
"25672";6418;4;1;0,5;0,45
"25673";6419;1;1;0,45;0,475
"25674";6419;2;1;0,5;0,475
"25675";6419;3;1;0,55;0,475
"25676";6419;4;1;0,4;0,475
"25677";6420;1;1;0,65;0,575
"25678";6420;2;1;0,55;0,575
"25679";6420;3;1;0,35;0,575
"25680";6420;4;1;0,6;0,575
"25681";6421;1;1;0,4;0,475
"25682";6421;2;1;0,55;0,475
"25683";6421;3;1;0,45;0,475
"25684";6421;4;1;0,5;0,475
"25685";6422;1;1;0,4;0,575
"25686";6422;2;1;0,6;0,575
"25687";6422;3;1;0,55;0,575
"25688";6422;4;1;0,6;0,575
"25689";6423;1;1;0,45;0,475
"25690";6423;2;1;0,4;0,475
"25691";6423;3;1;0,65;0,475
"25692";6423;4;1;0,5;0,475
"25693";6424;1;1;0,55;0,525
"25694";6424;2;1;0,55;0,525
"25695";6424;3;1;0,4;0,525
"25696";6424;4;1;0,5;0,525
"25697";6425;1;1;0,45;0,425
"25698";6425;2;1;0,4;0,425
"25699";6425;3;1;0,4;0,425
"25700";6425;4;1;0,55;0,425
"25701";6426;1;1;0,65;0,525
"25702";6426;2;1;0,55;0,525
"25703";6426;3;1;0,5;0,525
"25704";6426;4;1;0,45;0,525
"25705";6427;1;1;0,55;0,475
"25706";6427;2;1;0,45;0,475
"25707";6427;3;1;0,45;0,475
"25708";6427;4;1;0,5;0,475
"25709";6428;1;1;0,4;0,525
"25710";6428;2;1;0,55;0,525
"25711";6428;3;1;0,55;0,525
"25712";6428;4;1;0,5;0,525
"25713";6429;1;1;0,4;0,475
"25714";6429;2;1;0,55;0,475
"25715";6429;3;1;0,5;0,475
"25716";6429;4;1;0,45;0,475
"25717";6430;1;1;0,35;0,375
"25718";6430;2;1;0,35;0,375
"25719";6430;3;1;0,4;0,375
"25720";6430;4;1;0,55;0,375
"25721";6431;1;1;0,4;0,5
"25722";6431;2;1;0,45;0,5
"25723";6431;3;1;0,65;0,5
"25724";6431;4;1;0,55;0,5
"25725";6432;1;1;0,5;0,5
"25726";6432;2;1;0,5;0,5
"25727";6432;3;1;0,5;0,5
"25728";6432;4;1;0,4;0,5
"25729";6433;1;1;0,45;0,45
"25730";6433;2;1;0,6;0,45
"25731";6433;3;1;0,45;0,45
"25732";6433;4;1;0,45;0,45
"25733";6434;1;1;0,75;0,6
"25734";6434;2;1;0,6;0,6
"25735";6434;3;1;0,45;0,6
"25736";6434;4;1;0,6;0,6
"25737";6435;1;1;0,55;0,425
"25738";6435;2;1;0,4;0,425
"25739";6435;3;1;0,4;0,425
"25740";6435;4;1;0,45;0,425
"25741";6436;1;1;0,6;0,475
"25742";6436;2;1;0,35;0,475
"25743";6436;3;1;0,5;0,475
"25744";6436;4;1;0,45;0,475
"25745";6437;1;1;0,65;0,475
"25746";6437;2;1;0,45;0,475
"25747";6437;3;1;0,45;0,475
"25748";6437;4;1;0,5;0,475
"25749";6438;1;1;0,55;0,525
"25750";6438;2;1;0,5;0,525
"25751";6438;3;1;0,45;0,525
"25752";6438;4;1;0,55;0,525
"25753";6439;1;1;0,55;0,475
"25754";6439;2;1;0,45;0,475
"25755";6439;3;1;0,5;0,475
"25756";6439;4;1;0,4;0,475
"25757";6440;1;1;0,55;0,525
"25758";6440;2;1;0,45;0,525
"25759";6440;3;1;0,5;0,525
"25760";6440;4;1;0,6;0,525
"25761";6441;1;1;0,65;0,575
"25762";6441;2;1;0,6;0,575
"25763";6441;3;1;0,55;0,575
"25764";6441;4;1;0,55;0,575
"25765";6442;1;1;0,3;0,4
"25766";6442;2;1;0,5;0,4
"25767";6442;3;1;0,4;0,4
"25768";6442;4;1;0,4;0,4
"25769";6443;1;1;0,5;0,55
"25770";6443;2;1;0,6;0,55
"25771";6443;3;1;0,6;0,55
"25772";6443;4;1;0,5;0,55
"25773";6444;1;1;0,65;0,625
"25774";6444;2;1;0,5;0,625
"25775";6444;3;1;0,65;0,625
"25776";6444;4;1;0,6;0,625
"25777";6445;1;1;0,45;0,475
"25778";6445;2;1;0,5;0,475
"25779";6445;3;1;0,5;0,475
"25780";6445;4;1;0,45;0,475
"25781";6446;1;1;0,45;0,5
"25782";6446;2;1;0,55;0,5
"25783";6446;3;1;0,4;0,5
"25784";6446;4;1;0,6;0,5
"25785";6447;1;1;0,35;0,525
"25786";6447;2;1;0,5;0,525
"25787";6447;3;1;0,55;0,525
"25788";6447;4;1;0,65;0,525
"25789";6448;1;1;0,35;0,4
"25790";6448;2;1;0,45;0,4
"25791";6448;3;1;0,45;0,4
"25792";6448;4;1;0,35;0,4
"25793";6449;1;1;0,35;0,4
"25794";6449;2;1;0,5;0,4
"25795";6449;3;1;0,35;0,4
"25796";6449;4;1;0,45;0,4
"25797";6450;1;1;0,45;0,6
"25798";6450;2;1;0,6;0,6
"25799";6450;3;1;0,6;0,6
"25800";6450;4;1;0,6;0,6
"25801";6451;1;1;0,6;0,45
"25802";6451;2;1;0,4;0,45
"25803";6451;3;1;0,5;0,45
"25804";6451;4;1;0,4;0,45
"25805";6452;1;1;0,45;0,475
"25806";6452;2;1;0,55;0,475
"25807";6452;3;1;0,5;0,475
"25808";6452;4;1;0,4;0,475
"25809";6453;1;1;0,5;0,5
"25810";6453;2;1;0,5;0,5
"25811";6453;3;1;0,45;0,5
"25812";6453;4;1;0,55;0,5
"25813";6454;1;1;0,6;0,475
"25814";6454;2;1;0,4;0,475
"25815";6454;3;1;0,45;0,475
"25816";6454;4;1;0,5;0,475
"25817";6455;1;1;0,45;0,475
"25818";6455;2;1;0,5;0,475
"25819";6455;3;1;0,5;0,475
"25820";6455;4;1;0,4;0,475
"25821";6456;1;1;0,7;0,575
"25822";6456;2;1;0,5;0,575
"25823";6456;3;1;0,65;0,575
"25824";6456;4;1;0,45;0,575
"25825";6457;1;1;0,35;0,475
"25826";6457;2;1;0,5;0,475
"25827";6457;3;1;0,45;0,475
"25828";6457;4;1;0,5;0,475
"25829";6458;1;1;0,55;0,55
"25830";6458;2;1;0,55;0,55
"25831";6458;3;1;0,4;0,55
"25832";6458;4;1;0,55;0,55
"25833";6459;1;1;0,3;0,45
"25834";6459;2;1;0,5;0,45
"25835";6459;3;1;0,5;0,45
"25836";6459;4;1;0,4;0,45
"25837";6460;1;1;0,7;0,575
"25838";6460;2;1;0,6;0,575
"25839";6460;3;1;0,55;0,575
"25840";6460;4;1;0,55;0,575
"25841";6461;1;1;0,45;0,5
"25842";6461;2;1;0,45;0,5
"25843";6461;3;1;0,6;0,5
"25844";6461;4;1;0,55;0,5
"25845";6462;1;1;0,7;0,5
"25846";6462;2;1;0,5;0,5
"25847";6462;3;1;0,45;0,5
"25848";6462;4;1;0,5;0,5
"25849";6463;1;1;0,6;0,6
"25850";6463;2;1;0,5;0,6
"25851";6463;3;1;0,6;0,6
"25852";6463;4;1;0,6;0,6
"25853";6464;1;1;0,55;0,5
"25854";6464;2;1;0,5;0,5
"25855";6464;3;1;0,5;0,5
"25856";6464;4;1;0,4;0,5
"25857";6465;1;1;0,5;0,475
"25858";6465;2;1;0,45;0,475
"25859";6465;3;1;0,5;0,475
"25860";6465;4;1;0,45;0,475
"25861";6466;1;1;0,4;0,475
"25862";6466;2;1;0,5;0,475
"25863";6466;3;1;0,45;0,475
"25864";6466;4;1;0,6;0,475
"25865";6467;1;1;0,65;0,55
"25866";6467;2;1;0,55;0,55
"25867";6467;3;1;0,55;0,55
"25868";6467;4;1;0,55;0,55
"25869";6468;1;1;0,5;0,525
"25870";6468;2;1;0,55;0,525
"25871";6468;3;1;0,7;0,525
"25872";6468;4;1;0,45;0,525
"25873";6469;1;1;0,45;0,475
"25874";6469;2;1;0,5;0,475
"25875";6469;3;1;0,5;0,475
"25876";6469;4;1;0,45;0,475
"25877";6470;1;1;0,5;0,5
"25878";6470;2;1;0,5;0,5
"25879";6470;3;1;0,5;0,5
"25880";6470;4;1;0,5;0,5
"25881";6471;1;1;0,55;0,525
"25882";6471;2;1;0,5;0,525
"25883";6471;3;1;0,4;0,525
"25884";6471;4;1;0,6;0,525
"25885";6472;1;1;0,5;0,55
"25886";6472;2;1;0,5;0,55
"25887";6472;3;1;0,6;0,55
"25888";6472;4;1;0,7;0,55
"25889";6473;1;1;0,6;0,625
"25890";6473;2;1;0,45;0,625
"25891";6473;3;1;0,65;0,625
"25892";6473;4;1;0,65;0,625
"25893";6474;1;1;0,65;0,625
"25894";6474;2;1;0,55;0,625
"25895";6474;3;1;0,6;0,625
"25896";6474;4;1;0,65;0,625
"25897";6475;1;1;0,5;0,5
"25898";6475;2;1;0,5;0,5
"25899";6475;3;1;0,4;0,5
"25900";6475;4;1;0,6;0,5
"25901";6476;1;1;0,5;0,5
"25902";6476;2;1;0,5;0,5
"25903";6476;3;1;0,5;0,5
"25904";6476;4;1;0,45;0,5
"25905";6477;1;1;0,45;0,425
"25906";6477;2;1;0,4;0,425
"25907";6477;3;1;0,4;0,425
"25908";6477;4;1;0,55;0,425
"25909";6478;1;1;0,5;0,525
"25910";6478;2;1;0,5;0,525
"25911";6478;3;1;0,55;0,525
"25912";6478;4;1;0,55;0,525
"25913";6479;1;1;0,4;0,525
"25914";6479;2;1;0,55;0,525
"25915";6479;3;1;0,55;0,525
"25916";6479;4;1;0,5;0,525
"25917";6480;1;1;0,35;0,425
"25918";6480;2;1;0,5;0,425
"25919";6480;3;1;0,55;0,425
"25920";6480;4;1;0,3;0,425
"25921";6481;1;1;0,4;0,425
"25922";6481;2;1;0,4;0,425
"25923";6481;3;1;0,55;0,425
"25924";6481;4;1;0,45;0,425
"25925";6482;1;1;0,5;0,525
"25926";6482;2;1;0,5;0,525
"25927";6482;3;1;0,55;0,525
"25928";6482;4;1;0,9;0,525
"25929";6483;1;1;0,5;0,475
"25930";6483;2;1;0,5;0,475
"25931";6483;3;1;0,4;0,475
"25932";6483;4;1;0,45;0,475
"25933";6484;1;1;0,55;0,5
"25934";6484;2;1;0,65;0,5
"25935";6484;3;1;0,4;0,5
"25936";6484;4;1;0,45;0,5
"25937";6485;1;1;0,4;0,475
"25938";6485;2;1;0,45;0,475
"25939";6485;3;1;0,55;0,475
"25940";6485;4;1;0,5;0,475
"25941";6486;1;1;0,55;0,575
"25942";6486;2;1;0,45;0,575
"25943";6486;3;1;0,6;0,575
"25944";6486;4;1;0,6;0,575
"25945";6487;1;1;0,3;0,525
"25946";6487;2;1;0,6;0,525
"25947";6487;3;1;0,45;0,525
"25948";6487;4;1;0,6;0,525
"25949";6488;1;1;0,6;0,5
"25950";6488;2;1;0,5;0,5
"25951";6488;3;1;0,5;0,5
"25952";6488;4;1;0,5;0,5
"25953";6489;1;1;0,4;0,45
"25954";6489;2;1;0,5;0,45
"25955";6489;3;1;0,45;0,45
"25956";6489;4;1;0,45;0,45
"25957";6490;1;1;0,45;0,425
"25958";6490;2;1;0,5;0,425
"25959";6490;3;1;0,4;0,425
"25960";6490;4;1;0,35;0,425
"25961";6491;1;1;0,4;0,5
"25962";6491;2;1;0,5;0,5
"25963";6491;3;1;0,5;0,5
"25964";6491;4;1;0,5;0,5
"25965";6492;1;1;0,45;0,5
"25966";6492;2;1;0,55;0,5
"25967";6492;3;1;0,4;0,5
"25968";6492;4;1;0,55;0,5
"25969";6493;1;1;0,8;0,575
"25970";6493;2;1;0,5;0,575
"25971";6493;3;1;0,65;0,575
"25972";6493;4;1;0,5;0,575
"25973";6494;1;1;0,35;0,45
"25974";6494;2;1;0,5;0,45
"25975";6494;3;1;0,4;0,45
"25976";6494;4;1;0,6;0,45
"25977";6495;1;1;0,8;0,625
"25978";6495;2;1;0,45;0,625
"25979";6495;3;1;0,55;0,625
"25980";6495;4;1;0,7;0,625
"25981";6496;1;1;0,45;0,475
"25982";6496;2;1;0,6;0,475
"25983";6496;3;1;0,5;0,475
"25984";6496;4;1;0,45;0,475
"25985";6497;1;1;0,55;0,525
"25986";6497;2;1;0,5;0,525
"25987";6497;3;1;0,55;0,525
"25988";6497;4;1;0,45;0,525
"25989";6498;1;1;0,6;0,475
"25990";6498;2;1;0,4;0,475
"25991";6498;3;1;0,5;0,475
"25992";6498;4;1;0,45;0,475
"25993";6499;1;1;0,55;0,55
"25994";6499;2;1;0,55;0,55
"25995";6499;3;1;0,55;0,55
"25996";6499;4;1;0,45;0,55
"25997";6500;1;1;0,6;0,5
"25998";6500;2;1;0,45;0,5
"25999";6500;3;1;0,5;0,5
"26000";6500;4;1;0,5;0,5
"26001";6501;1;1;0,75;0,575
"26002";6501;2;1;0,6;0,575
"26003";6501;3;1;0,55;0,575
"26004";6501;4;1;0,45;0,575
"26005";6502;1;1;0,35;0,4
"26006";6502;2;1;0,55;0,4
"26007";6502;3;1;0,4;0,4
"26008";6502;4;1;0,4;0,4
"26009";6503;1;1;0,25;0,475
"26010";6503;2;1;0,55;0,475
"26011";6503;3;1;0,5;0,475
"26012";6503;4;1;0,45;0,475
"26013";6504;1;1;0,55;0,525
"26014";6504;2;1;0,5;0,525
"26015";6504;3;1;0,5;0,525
"26016";6504;4;1;0,55;0,525
"26017";6505;1;1;0,35;0,45
"26018";6505;2;1;0,45;0,45
"26019";6505;3;1;0,6;0,45
"26020";6505;4;1;0,45;0,45
"26021";6506;1;1;0,6;0,55
"26022";6506;2;1;0,45;0,55
"26023";6506;3;1;0,55;0,55
"26024";6506;4;1;0,55;0,55
"26025";6507;1;1;0,45;0,5
"26026";6507;2;1;0,5;0,5
"26027";6507;3;1;0,5;0,5
"26028";6507;4;1;0,55;0,5
"26029";6508;1;1;0,3;0,5
"26030";6508;2;1;0,45;0,5
"26031";6508;3;1;0,6;0,5
"26032";6508;4;1;0,55;0,5
"26033";6509;1;1;0,3;0,425
"26034";6509;2;1;0,5;0,425
"26035";6509;3;1;0,5;0,425
"26036";6509;4;1;0,35;0,425
"26037";6510;1;1;0,3;0,425
"26038";6510;2;1;0,45;0,425
"26039";6510;3;1;0,4;0,425
"26040";6510;4;1;0,5;0,425
"26041";6511;1;1;0,5;0,475
"26042";6511;2;1;0,45;0,475
"26043";6511;3;1;0,45;0,475
"26044";6511;4;1;0,7;0,475
"26045";6512;1;1;0,45;0,475
"26046";6512;2;1;0,5;0,475
"26047";6512;3;1;0,4;0,475
"26048";6512;4;1;0,5;0,475
"26049";6513;1;1;0,55;0,6
"26050";6513;2;1;0,6;0,6
"26051";6513;3;1;0,6;0,6
"26052";6513;4;1;0,7;0,6
"26053";6514;1;1;0,5;0,55
"26054";6514;2;1;0,55;0,55
"26055";6514;3;1;0,55;0,55
"26056";6514;4;1;0,55;0,55
"26057";6515;1;1;0,45;0,425
"26058";6515;2;1;0,4;0,425
"26059";6515;3;1;0,55;0,425
"26060";6515;4;1;0,35;0,425
"26061";6516;1;1;0,4;0,45
"26062";6516;2;1;0,45;0,45
"26063";6516;3;1;0,45;0,45
"26064";6516;4;1;0,5;0,45
"26065";6517;1;1;0,45;0,45
"26066";6517;2;1;0,45;0,45
"26067";6517;3;1;0,55;0,45
"26068";6517;4;1;0,35;0,45
"26069";6518;1;1;0,55;0,575
"26070";6518;2;1;0,5;0,575
"26071";6518;3;1;0,6;0,575
"26072";6518;4;1;0,65;0,575
"26073";6519;1;1;0,5;0,5
"26074";6519;2;1;0,5;0,5
"26075";6519;3;1;0,45;0,5
"26076";6519;4;1;0,55;0,5
"26077";6520;1;1;0,4;0,475
"26078";6520;2;1;0,5;0,475
"26079";6520;3;1;0,45;0,475
"26080";6520;4;1;0,55;0,475
"26081";6521;1;1;0,65;0,625
"26082";6521;2;1;0,55;0,625
"26083";6521;3;1;0,7;0,625
"26084";6521;4;1;0,6;0,625
