"";"boot";"cols";"Accuracy";"acc_teste";"mean_acc_test"
"12099";3025;3;1;0,5;0,475
"12100";3025;4;1;0,45;0,475
"12101";3026;1;1;0,35;0,375
"12102";3026;2;1;0,4;0,375
"12103";3026;3;1;0,35;0,375
"12104";3026;4;1;0,5;0,375
"12105";3027;1;1;0,65;0,5
"12106";3027;2;1;0,5;0,5
"12107";3027;3;1;0,5;0,5
"12108";3027;4;1;0,45;0,5
"12109";3028;1;1;0,45;0,525
"12110";3028;2;1;0,55;0,525
"12111";3028;3;1;0,5;0,525
"12112";3028;4;1;0,55;0,525
"12113";3029;1;1;0,35;0,45
"12114";3029;2;1;0,45;0,45
"12115";3029;3;1;0,55;0,45
"12116";3029;4;1;0,45;0,45
"12117";3030;1;1;0,45;0,475
"12118";3030;2;1;0,5;0,475
"12119";3030;3;1;0,5;0,475
"12120";3030;4;1;0,45;0,475
"12121";3031;1;1;0,35;0,5
"12122";3031;2;1;0,55;0,5
"12123";3031;3;1;0,45;0,5
"12124";3031;4;1;0,55;0,5
"12125";3032;1;1;0,4;0,45
"12126";3032;2;1;0,45;0,45
"12127";3032;3;1;0,6;0,45
"12128";3032;4;1;0,45;0,45
"12129";3033;1;1;0,6;0,55
"12130";3033;2;1;0,45;0,55
"12131";3033;3;1;0,55;0,55
"12132";3033;4;1;0,55;0,55
"12133";3034;1;1;0,5;0,525
"12134";3034;2;1;0,55;0,525
"12135";3034;3;1;0,35;0,525
"12136";3034;4;1;0,65;0,525
"12137";3035;1;1;0,35;0,4
"12138";3035;2;1;0,4;0,4
"12139";3035;3;1;0,5;0,4
"12140";3035;4;1;0,4;0,4
"12141";3036;1;1;0,6;0,425
"12142";3036;2;1;0,45;0,425
"12143";3036;3;1;0,4;0,425
"12144";3036;4;1;0,35;0,425
"12145";3037;1;1;0,4;0,475
"12146";3037;2;1;0,45;0,475
"12147";3037;3;1;0,5;0,475
"12148";3037;4;1;0,55;0,475
"12149";3038;1;1;0,6;0,6
"12150";3038;2;1;0,4;0,6
"12151";3038;3;1;0,6;0,6
"12152";3038;4;1;0,6;0,6
"12153";3039;1;1;0,6;0,575
"12154";3039;2;1;0,55;0,575
"12155";3039;3;1;0,45;0,575
"12156";3039;4;1;0,75;0,575
"12157";3040;1;1;0,55;0,55
"12158";3040;2;1;0,4;0,55
"12159";3040;3;1;0,55;0,55
"12160";3040;4;1;0,65;0,55
"12161";3041;1;1;0,45;0,525
"12162";3041;2;1;0,55;0,525
"12163";3041;3;1;0,5;0,525
"12164";3041;4;1;0,6;0,525
"12165";3042;1;1;0,4;0,5
"12166";3042;2;1;0,45;0,5
"12167";3042;3;1;0,55;0,5
"12168";3042;4;1;0,55;0,5
"12169";3043;1;1;0,5;0,525
"12170";3043;2;1;0,55;0,525
"12171";3043;3;1;0,5;0,525
"12172";3043;4;1;0,55;0,525
"12173";3044;1;1;0,25;0,5
"12174";3044;2;1;0,5;0,5
"12175";3044;3;1;0,55;0,5
"12176";3044;4;1;0,5;0,5
"12177";3045;1;1;0,45;0,475
"12178";3045;2;1;0,5;0,475
"12179";3045;3;1;0,4;0,475
"12180";3045;4;1;0,55;0,475
"12181";3046;1;1;0,3;0,375
"12182";3046;2;1;0,35;0,375
"12183";3046;3;1;0,4;0,375
"12184";3046;4;1;0,4;0,375
"12185";3047;1;1;0,6;0,45
"12186";3047;2;1;0,5;0,45
"12187";3047;3;1;0,4;0,45
"12188";3047;4;1;0,4;0,45
"12189";3048;1;1;0,5;0,5
"12190";3048;2;1;0,4;0,5
"12191";3048;3;1;0,5;0,5
"12192";3048;4;1;0,5;0,5
"12193";3049;1;1;0,5;0,525
"12194";3049;2;1;0,5;0,525
"12195";3049;3;1;0,6;0,525
"12196";3049;4;1;0,55;0,525
"12197";3050;1;1;0,45;0,475
"12198";3050;2;1;0,5;0,475
"12199";3050;3;1;0,45;0,475
"12200";3050;4;1;0,65;0,475
"12201";3051;1;1;0,4;0,5
"12202";3051;2;1;0,5;0,5
"12203";3051;3;1;0,5;0,5
"12204";3051;4;1;0,5;0,5
"12205";3052;1;1;0,45;0,45
"12206";3052;2;1;0,5;0,45
"12207";3052;3;1;0,45;0,45
"12208";3052;4;1;0,45;0,45
"12209";3053;1;1;0,55;0,55
"12210";3053;2;1;0,55;0,55
"12211";3053;3;1;0,55;0,55
"12212";3053;4;1;0,5;0,55
"12213";3054;1;1;0,3;0,5
"12214";3054;2;1;0,6;0,5
"12215";3054;3;1;0,5;0,5
"12216";3054;4;1;0,5;0,5
"12217";3055;1;1;0,65;0,525
"12218";3055;2;1;0,55;0,525
"12219";3055;3;1;0,5;0,525
"12220";3055;4;1;0,5;0,525
"12221";3056;1;1;0,55;0,525
"12222";3056;2;1;0,55;0,525
"12223";3056;3;1;0,5;0,525
"12224";3056;4;1;0,45;0,525
"12225";3057;1;1;0,65;0,525
"12226";3057;2;1;0,4;0,525
"12227";3057;3;1;0,45;0,525
"12228";3057;4;1;0,6;0,525
"12229";3058;1;1;0,45;0,475
"12230";3058;2;1;0,5;0,475
"12231";3058;3;1;0,45;0,475
"12232";3058;4;1;0,55;0,475
"12233";3059;1;1;0,35;0,375
"12234";3059;2;1;0,3;0,375
"12235";3059;3;1;0,4;0,375
"12236";3059;4;1;0,5;0,375
"12237";3060;1;1;0,45;0,525
"12238";3060;2;1;0,5;0,525
"12239";3060;3;1;0,55;0,525
"12240";3060;4;1;0,6;0,525
"12241";3061;1;1;0,3;0,475
"12242";3061;2;1;0,45;0,475
"12243";3061;3;1;0,5;0,475
"12244";3061;4;1;0,5;0,475
"12245";3062;1;1;0,5;0,575
"12246";3062;2;1;0,55;0,575
"12247";3062;3;1;0,6;0,575
"12248";3062;4;1;0,6;0,575
"12249";3063;1;1;0,5;0,6
"12250";3063;2;1;0,55;0,6
"12251";3063;3;1;0,65;0,6
"12252";3063;4;1;0,75;0,6
"12253";3064;1;1;0,45;0,475
"12254";3064;2;1;0,5;0,475
"12255";3064;3;1;0,5;0,475
"12256";3064;4;1;0,45;0,475
"12257";3065;1;1;0,65;0,45
"12258";3065;2;1;0,45;0,45
"12259";3065;3;1;0,45;0,45
"12260";3065;4;1;0,4;0,45
"12261";3066;1;1;0,65;0,5
"12262";3066;2;1;0,5;0,5
"12263";3066;3;1;0,5;0,5
"12264";3066;4;1;0,5;0,5
"12265";3067;1;1;0,55;0,525
"12266";3067;2;1;0,5;0,525
"12267";3067;3;1;0,5;0,525
"12268";3067;4;1;0,55;0,525
"12269";3068;1;1;0,45;0,475
"12270";3068;2;1;0,5;0,475
"12271";3068;3;1;0,6;0,475
"12272";3068;4;1;0,45;0,475
"12273";3069;1;1;0,45;0,475
"12274";3069;2;1;0,5;0,475
"12275";3069;3;1;0,5;0,475
"12276";3069;4;1;0,45;0,475
"12277";3070;1;1;0,5;0,5
"12278";3070;2;1;0,5;0,5
"12279";3070;3;1;0,5;0,5
"12280";3070;4;1;0,55;0,5
"12281";3071;1;1;0,55;0,525
"12282";3071;2;1;0,45;0,525
"12283";3071;3;1;0,6;0,525
"12284";3071;4;1;0,5;0,525
"12285";3072;1;1;0,5;0,5
"12286";3072;2;1;0,5;0,5
"12287";3072;3;1;0,6;0,5
"12288";3072;4;1;0,45;0,5
"12289";3073;1;1;0,3;0,525
"12290";3073;2;1;0,5;0,525
"12291";3073;3;1;0,55;0,525
"12292";3073;4;1;0,55;0,525
"12293";3074;1;1;0,35;0,425
"12294";3074;2;1;0,5;0,425
"12295";3074;3;1;0,35;0,425
"12296";3074;4;1;0,6;0,425
"12297";3075;1;1;0,55;0,55
"12298";3075;2;1;0,55;0,55
"12299";3075;3;1;0,7;0,55
"12300";3075;4;1;0,55;0,55
"12301";3076;1;1;0,6;0,55
"12302";3076;2;1;0,45;0,55
"12303";3076;3;1;0,55;0,55
"12304";3076;4;1;0,55;0,55
"12305";3077;1;1;0,3;0,575
"12306";3077;2;1;0,5;0,575
"12307";3077;3;1;0,65;0,575
"12308";3077;4;1;0,75;0,575
"12309";3078;1;1;0,55;0,5
"12310";3078;2;1;0,5;0,5
"12311";3078;3;1;0,5;0,5
"12312";3078;4;1;0,5;0,5
"12313";3079;1;1;0,6;0,5
"12314";3079;2;1;0,5;0,5
"12315";3079;3;1;0,5;0,5
"12316";3079;4;1;0,5;0,5
"12317";3080;1;1;0,3;0,4
"12318";3080;2;1;0,5;0,4
"12319";3080;3;1;0,45;0,4
"12320";3080;4;1;0,35;0,4
"12321";3081;1;1;0,3;0,5
"12322";3081;2;1;0,5;0,5
"12323";3081;3;1;0,5;0,5
"12324";3081;4;1;0,5;0,5
"12325";3082;1;1;0,5;0,45
"12326";3082;2;1;0,4;0,45
"12327";3082;3;1;0,55;0,45
"12328";3082;4;1;0,35;0,45
"12329";3083;1;1;0,6;0,575
"12330";3083;2;1;0,65;0,575
"12331";3083;3;1;0,45;0,575
"12332";3083;4;1;0,55;0,575
"12333";3084;1;1;0,6;0,5
"12334";3084;2;1;0,55;0,5
"12335";3084;3;1;0,45;0,5
"12336";3084;4;1;0,4;0,5
"12337";3085;1;1;0,75;0,65
"12338";3085;2;1;0,5;0,65
"12339";3085;3;1;0,65;0,65
"12340";3085;4;1;0,65;0,65
"12341";3086;1;1;0,5;0,45
"12342";3086;2;1;0,4;0,45
"12343";3086;3;1;0,45;0,45
"12344";3086;4;1;0,45;0,45
"12345";3087;1;1;0,5;0,475
"12346";3087;2;1;0,45;0,475
"12347";3087;3;1;0,5;0,475
"12348";3087;4;1;0,45;0,475
"12349";3088;1;1;0,55;0,525
"12350";3088;2;1;0,5;0,525
"12351";3088;3;1;0,55;0,525
"12352";3088;4;1;0,35;0,525
"12353";3089;1;1;0,6;0,5
"12354";3089;2;1;0,5;0,5
"12355";3089;3;1;0,5;0,5
"12356";3089;4;1;0,5;0,5
"12357";3090;1;1;0,4;0,4
"12358";3090;2;1;0,4;0,4
"12359";3090;3;1;0,4;0,4
"12360";3090;4;1;0,5;0,4
"12361";3091;1;1;0,35;0,35
"12362";3091;2;1;0,5;0,35
"12363";3091;3;1;0,35;0,35
"12364";3091;4;1;0,35;0,35
"12365";3092;1;1;0,65;0,55
"12366";3092;2;1;0,55;0,55
"12367";3092;3;1;0,55;0,55
"12368";3092;4;1;0,55;0,55
"12369";3093;1;1;0,4;0,4
"12370";3093;2;1;0,45;0,4
"12371";3093;3;1;0,4;0,4
"12372";3093;4;1;0,4;0,4
"12373";3094;1;1;0,55;0,525
"12374";3094;2;1;0,5;0,525
"12375";3094;3;1;0,6;0,525
"12376";3094;4;1;0,35;0,525
"12377";3095;1;1;0,75;0,55
"12378";3095;2;1;0,5;0,55
"12379";3095;3;1;0,5;0,55
"12380";3095;4;1;0,6;0,55
"12381";3096;1;1;0,55;0,525
"12382";3096;2;1;0,5;0,525
"12383";3096;3;1;0,5;0,525
"12384";3096;4;1;0,6;0,525
"12385";3097;1;1;0,4;0,5
"12386";3097;2;1;0,5;0,5
"12387";3097;3;1;0,5;0,5
"12388";3097;4;1;0,7;0,5
"12389";3098;1;1;0,35;0,475
"12390";3098;2;1;0,45;0,475
"12391";3098;3;1;0,5;0,475
"12392";3098;4;1;0,55;0,475
"12393";3099;1;1;0,5;0,5
"12394";3099;2;1;0,5;0,5
"12395";3099;3;1;0,5;0,5
"12396";3099;4;1;0,5;0,5
"12397";3100;1;1;0,65;0,475
"12398";3100;2;1;0,45;0,475
"12399";3100;3;1;0,4;0,475
"12400";3100;4;1;0,5;0,475
"12401";3101;1;1;0,4;0,5
"12402";3101;2;1;0,5;0,5
"12403";3101;3;1;0,5;0,5
"12404";3101;4;1;0,5;0,5
"12405";3102;1;1;0,5;0,475
"12406";3102;2;1;0,5;0,475
"12407";3102;3;1;0,45;0,475
"12408";3102;4;1;0,45;0,475
"12409";3103;1;1;0,4;0,425
"12410";3103;2;1;0,35;0,425
"12411";3103;3;1;0,6;0,425
"12412";3103;4;1;0,45;0,425
"12413";3104;1;1;0,75;0,65
"12414";3104;2;1;0,55;0,65
"12415";3104;3;1;0,75;0,65
"12416";3104;4;1;0,55;0,65
"12417";3105;1;1;0,5;0,5
"12418";3105;2;1;0,5;0,5
"12419";3105;3;1;0,5;0,5
"12420";3105;4;1;0,55;0,5
"12421";3106;1;1;0,35;0,475
"12422";3106;2;1;0,45;0,475
"12423";3106;3;1;0,55;0,475
"12424";3106;4;1;0,5;0,475
"12425";3107;1;1;0,55;0,55
"12426";3107;2;1;0,55;0,55
"12427";3107;3;1;0,55;0,55
"12428";3107;4;1;0,6;0,55
"12429";3108;1;1;0,5;0,5
"12430";3108;2;1;0,5;0,5
"12431";3108;3;1;0,55;0,5
"12432";3108;4;1;0,5;0,5
"12433";3109;1;1;0,55;0,525
"12434";3109;2;1;0,5;0,525
"12435";3109;3;1;0,4;0,525
"12436";3109;4;1;0,6;0,525
"12437";3110;1;1;0,7;0,525
"12438";3110;2;1;0,45;0,525
"12439";3110;3;1;0,55;0,525
"12440";3110;4;1;0,5;0,525
"12441";3111;1;1;0,45;0,55
"12442";3111;2;1;0,6;0,55
"12443";3111;3;1;0,55;0,55
"12444";3111;4;1;0,55;0,55
"12445";3112;1;1;0,4;0,4
"12446";3112;2;1;0,4;0,4
"12447";3112;3;1;0,5;0,4
"12448";3112;4;1;0,4;0,4
"12449";3113;1;1;0,4;0,45
"12450";3113;2;1;0,5;0,45
"12451";3113;3;1;0,5;0,45
"12452";3113;4;1;0,4;0,45
"12453";3114;1;1;0,5;0,525
"12454";3114;2;1;0,55;0,525
"12455";3114;3;1;0,4;0,525
"12456";3114;4;1;0,6;0,525
"12457";3115;1;1;0,45;0,475
"12458";3115;2;1;0,5;0,475
"12459";3115;3;1;0,45;0,475
"12460";3115;4;1;0,55;0,475
"12461";3116;1;1;0,55;0,55
"12462";3116;2;1;0,45;0,55
"12463";3116;3;1;0,55;0,55
"12464";3116;4;1;0,6;0,55
"12465";3117;1;1;0,25;0,45
"12466";3117;2;1;0,5;0,45
"12467";3117;3;1;0,5;0,45
"12468";3117;4;1;0,4;0,45
"12469";3118;1;1;0,5;0,525
"12470";3118;2;1;0,55;0,525
"12471";3118;3;1;0,5;0,525
"12472";3118;4;1;0,65;0,525
"12473";3119;1;1;0,6;0,55
"12474";3119;2;1;0,5;0,55
"12475";3119;3;1;0,4;0,55
"12476";3119;4;1;0,6;0,55
"12477";3120;1;1;0,55;0,45
"12478";3120;2;1;0,5;0,45
"12479";3120;3;1;0,4;0,45
"12480";3120;4;1;0,4;0,45
"12481";3121;1;1;0,35;0,45
"12482";3121;2;1;0,45;0,45
"12483";3121;3;1;0,45;0,45
"12484";3121;4;1;0,55;0,45
"12485";3122;1;1;0,65;0,5
"12486";3122;2;1;0,5;0,5
"12487";3122;3;1;0,5;0,5
"12488";3122;4;1;0,5;0,5
"12489";3123;1;1;0,5;0,525
"12490";3123;2;1;0,5;0,525
"12491";3123;3;1;0,55;0,525
"12492";3123;4;1;0,6;0,525
"12493";3124;1;1;0,4;0,425
"12494";3124;2;1;0,45;0,425
"12495";3124;3;1;0,35;0,425
"12496";3124;4;1;0,65;0,425
"12497";3125;1;1;0,4;0,475
"12498";3125;2;1;0,45;0,475
"12499";3125;3;1;0,5;0,475
"12500";3125;4;1;0,5;0,475
"12501";3126;1;1;0,55;0,55
"12502";3126;2;1;0,55;0,55
"12503";3126;3;1;0,5;0,55
"12504";3126;4;1;0,6;0,55
"12505";3127;1;1;0,55;0,55
"12506";3127;2;1;0,5;0,55
"12507";3127;3;1;0,55;0,55
"12508";3127;4;1;0,55;0,55
"12509";3128;1;1;0,45;0,475
"12510";3128;2;1;0,45;0,475
"12511";3128;3;1;0,5;0,475
"12512";3128;4;1;0,5;0,475
"12513";3129;1;1;0,55;0,55
"12514";3129;2;1;0,5;0,55
"12515";3129;3;1;0,6;0,55
"12516";3129;4;1;0,55;0,55
"12517";3130;1;1;0,45;0,475
"12518";3130;2;1;0,5;0,475
"12519";3130;3;1;0,5;0,475
"12520";3130;4;1;0,45;0,475
"12521";3131;1;1;0,6;0,525
"12522";3131;2;1;0,5;0,525
"12523";3131;3;1;0,5;0,525
"12524";3131;4;1;0,55;0,525
"12525";3132;1;1;0,25;0,475
"12526";3132;2;1;0,45;0,475
"12527";3132;3;1;0,55;0,475
"12528";3132;4;1;0,5;0,475
"12529";3133;1;1;0,4;0,475
"12530";3133;2;1;0,45;0,475
"12531";3133;3;1;0,6;0,475
"12532";3133;4;1;0,5;0,475
"12533";3134;1;1;0,55;0,45
"12534";3134;2;1;0,45;0,45
"12535";3134;3;1;0,45;0,45
"12536";3134;4;1;0,35;0,45
"12537";3135;1;1;0,4;0,475
"12538";3135;2;1;0,55;0,475
"12539";3135;3;1;0,4;0,475
"12540";3135;4;1;0,55;0,475
"12541";3136;1;1;0,55;0,525
"12542";3136;2;1;0,45;0,525
"12543";3136;3;1;0,55;0,525
"12544";3136;4;1;0,5;0,525
"12545";3137;1;1;0,55;0,575
"12546";3137;2;1;0,45;0,575
"12547";3137;3;1;0,65;0,575
"12548";3137;4;1;0,6;0,575
"12549";3138;1;1;0,35;0,4
"12550";3138;2;1;0,45;0,4
"12551";3138;3;1;0,5;0,4
"12552";3138;4;1;0,35;0,4
"12553";3139;1;1;0,4;0,425
"12554";3139;2;1;0,4;0,425
"12555";3139;3;1;0,45;0,425
"12556";3139;4;1;0,55;0,425
"12557";3140;1;1;0,35;0,45
"12558";3140;2;1;0,45;0,45
"12559";3140;3;1;0,65;0,45
"12560";3140;4;1;0,45;0,45
"12561";3141;1;1;0,5;0,5
"12562";3141;2;1;0,5;0,5
"12563";3141;3;1;0,6;0,5
"12564";3141;4;1;0,5;0,5
"12565";3142;1;1;0,35;0,425
"12566";3142;2;1;0,4;0,425
"12567";3142;3;1;0,6;0,425
"12568";3142;4;1;0,45;0,425
"12569";3143;1;1;0,55;0,525
"12570";3143;2;1;0,5;0,525
"12571";3143;3;1;0,55;0,525
"12572";3143;4;1;0,5;0,525
"12573";3144;1;1;0,65;0,525
"12574";3144;2;1;0,5;0,525
"12575";3144;3;1;0,5;0,525
"12576";3144;4;1;0,55;0,525
"12577";3145;1;1;0,4;0,5
"12578";3145;2;1;0,5;0,5
"12579";3145;3;1;0,5;0,5
"12580";3145;4;1;0,6;0,5
"12581";3146;1;1;0,4;0,4
"12582";3146;2;1;0,45;0,4
"12583";3146;3;1;0,4;0,4
"12584";3146;4;1;0,4;0,4
"12585";3147;1;1;0,5;0,45
"12586";3147;2;1;0,45;0,45
"12587";3147;3;1;0,45;0,45
"12588";3147;4;1;0,45;0,45
"12589";3148;1;1;0,6;0,625
"12590";3148;2;1;0,5;0,625
"12591";3148;3;1;0,65;0,625
"12592";3148;4;1;0,65;0,625
"12593";3149;1;1;0,6;0,5
"12594";3149;2;1;0,5;0,5
"12595";3149;3;1;0,5;0,5
"12596";3149;4;1;0,5;0,5
"12597";3150;1;1;0,4;0,5
"12598";3150;2;1;0,5;0,5
"12599";3150;3;1;0,5;0,5
"12600";3150;4;1;0,5;0,5
"12601";3151;1;1;0,5;0,55
"12602";3151;2;1;0,6;0,55
"12603";3151;3;1;0,45;0,55
"12604";3151;4;1;0,6;0,55
"12605";3152;1;1;0,6;0,475
"12606";3152;2;1;0,5;0,475
"12607";3152;3;1;0,45;0,475
"12608";3152;4;1;0,4;0,475
"12609";3153;1;1;0,55;0,525
"12610";3153;2;1;0,5;0,525
"12611";3153;3;1;0,55;0,525
"12612";3153;4;1;0,45;0,525
"12613";3154;1;1;0,5;0,5
"12614";3154;2;1;0,55;0,5
"12615";3154;3;1;0,45;0,5
"12616";3154;4;1;0,5;0,5
"12617";3155;1;1;0,7;0,575
"12618";3155;2;1;0,55;0,575
"12619";3155;3;1;0,6;0,575
"12620";3155;4;1;0,55;0,575
"12621";3156;1;1;0,65;0,55
"12622";3156;2;1;0,55;0,55
"12623";3156;3;1;0,45;0,55
"12624";3156;4;1;0,55;0,55
"12625";3157;1;1;0,45;0,475
"12626";3157;2;1;0,5;0,475
"12627";3157;3;1;0,4;0,475
"12628";3157;4;1;0,5;0,475
"12629";3158;1;1;0,45;0,55
"12630";3158;2;1;0,45;0,55
"12631";3158;3;1;0,65;0,55
"12632";3158;4;1;0,7;0,55
"12633";3159;1;1;0,6;0,475
"12634";3159;2;1;0,45;0,475
"12635";3159;3;1;0,4;0,475
"12636";3159;4;1;0,5;0,475
"12637";3160;1;1;0,6;0,525
"12638";3160;2;1;0,45;0,525
"12639";3160;3;1;0,45;0,525
"12640";3160;4;1;0,65;0,525
"12641";3161;1;1;0,35;0,4
"12642";3161;2;1;0,45;0,4
"12643";3161;3;1;0,35;0,4
"12644";3161;4;1;0,5;0,4
"12645";3162;1;1;0,45;0,525
"12646";3162;2;1;0,4;0,525
"12647";3162;3;1;0,6;0,525
"12648";3162;4;1;0,6;0,525
"12649";3163;1;1;0,5;0,525
"12650";3163;2;1;0,5;0,525
"12651";3163;3;1;0,55;0,525
"12652";3163;4;1;0,55;0,525
"12653";3164;1;1;0,45;0,525
"12654";3164;2;1;0,45;0,525
"12655";3164;3;1;0,6;0,525
"12656";3164;4;1;0,65;0,525
"12657";3165;1;1;0,4;0,45
"12658";3165;2;1;0,5;0,45
"12659";3165;3;1;0,45;0,45
"12660";3165;4;1;0,45;0,45
"12661";3166;1;1;0,65;0,6
"12662";3166;2;1;0,6;0,6
"12663";3166;3;1;0,5;0,6
"12664";3166;4;1;0,6;0,6
"12665";3167;1;1;0,55;0,55
"12666";3167;2;1;0,55;0,55
"12667";3167;3;1;0,45;0,55
"12668";3167;4;1;0,6;0,55
"12669";3168;1;1;0,55;0,6
"12670";3168;2;1;0,5;0,6
"12671";3168;3;1;0,65;0,6
"12672";3168;4;1;0,65;0,6
"12673";3169;1;1;0,85;0,625
"12674";3169;2;1;0,4;0,625
"12675";3169;3;1;0,55;0,625
"12676";3169;4;1;0,7;0,625
"12677";3170;1;1;0,5;0,5
"12678";3170;2;1;0,45;0,5
"12679";3170;3;1;0,5;0,5
"12680";3170;4;1;0,5;0,5
"12681";3171;1;1;0,3;0,4
"12682";3171;2;1;0,35;0,4
"12683";3171;3;1;0,55;0,4
"12684";3171;4;1;0,45;0,4
"12685";3172;1;1;0,4;0,55
"12686";3172;2;1;0,5;0,55
"12687";3172;3;1;0,6;0,55
"12688";3172;4;1;0,6;0,55
"12689";3173;1;1;0,55;0,525
"12690";3173;2;1;0,5;0,525
"12691";3173;3;1;0,5;0,525
"12692";3173;4;1;0,6;0,525
"12693";3174;1;1;0,35;0,475
"12694";3174;2;1;0,45;0,475
"12695";3174;3;1;0,5;0,475
"12696";3174;4;1;0,75;0,475
"12697";3175;1;1;0,5;0,5
"12698";3175;2;1;0,5;0,5
"12699";3175;3;1;0,5;0,5
"12700";3175;4;1;0,55;0,5
"12701";3176;1;1;0,7;0,525
"12702";3176;2;1;0,5;0,525
"12703";3176;3;1;0,55;0,525
"12704";3176;4;1;0,5;0,525
"12705";3177;1;1;0,4;0,45
"12706";3177;2;1;0,45;0,45
"12707";3177;3;1;0,45;0,45
"12708";3177;4;1;0,5;0,45
"12709";3178;1;1;0,4;0,475
"12710";3178;2;1;0,45;0,475
"12711";3178;3;1;0,5;0,475
"12712";3178;4;1;0,55;0,475
"12713";3179;1;1;0,4;0,45
"12714";3179;2;1;0,6;0,45
"12715";3179;3;1;0,4;0,45
"12716";3179;4;1;0,5;0,45
"12717";3180;1;1;0,35;0,55
"12718";3180;2;1;0,6;0,55
"12719";3180;3;1;0,55;0,55
"12720";3180;4;1;0,55;0,55
"12721";3181;1;1;0,25;0,475
"12722";3181;2;1;0,4;0,475
"12723";3181;3;1;0,55;0,475
"12724";3181;4;1;0,6;0,475
"12725";3182;1;1;0,4;0,525
"12726";3182;2;1;0,6;0,525
"12727";3182;3;1;0,45;0,525
"12728";3182;4;1;0,65;0,525
"12729";3183;1;1;0,35;0,525
"12730";3183;2;1;0,5;0,525
"12731";3183;3;1;0,55;0,525
"12732";3183;4;1;0,6;0,525
"12733";3184;1;1;0,4;0,525
"12734";3184;2;1;0,5;0,525
"12735";3184;3;1;0,55;0,525
"12736";3184;4;1;0,65;0,525
"12737";3185;1;1;0,6;0,55
"12738";3185;2;1;0,45;0,55
"12739";3185;3;1;0,55;0,55
"12740";3185;4;1;0,55;0,55
"12741";3186;1;1;0,55;0,5
"12742";3186;2;1;0,4;0,5
"12743";3186;3;1;0,5;0,5
"12744";3186;4;1;0,5;0,5
"12745";3187;1;1;0,45;0,5
"12746";3187;2;1;0,5;0,5
"12747";3187;3;1;0,5;0,5
"12748";3187;4;1;0,5;0,5
"12749";3188;1;1;0,45;0,475
"12750";3188;2;1;0,55;0,475
"12751";3188;3;1;0,5;0,475
"12752";3188;4;1;0,45;0,475
"12753";3189;1;1;0,7;0,55
"12754";3189;2;1;0,5;0,55
"12755";3189;3;1;0,6;0,55
"12756";3189;4;1;0,5;0,55
"12757";3190;1;1;0,55;0,525
"12758";3190;2;1;0,5;0,525
"12759";3190;3;1;0,45;0,525
"12760";3190;4;1;0,65;0,525
"12761";3191;1;1;0,5;0,5
"12762";3191;2;1;0,45;0,5
"12763";3191;3;1;0,65;0,5
"12764";3191;4;1;0,5;0,5
"12765";3192;1;1;0,35;0,45
"12766";3192;2;1;0,5;0,45
"12767";3192;3;1;0,4;0,45
"12768";3192;4;1;0,5;0,45
"12769";3193;1;1;0,6;0,55
"12770";3193;2;1;0,5;0,55
"12771";3193;3;1;0,55;0,55
"12772";3193;4;1;0,55;0,55
"12773";3194;1;1;0,4;0,45
"12774";3194;2;1;0,45;0,45
"12775";3194;3;1;0,45;0,45
"12776";3194;4;1;0,65;0,45
"12777";3195;1;1;0,65;0,55
"12778";3195;2;1;0,55;0,55
"12779";3195;3;1;0,5;0,55
"12780";3195;4;1;0,55;0,55
"12781";3196;1;1;0,5;0,5
"12782";3196;2;1;0,5;0,5
"12783";3196;3;1;0,5;0,5
"12784";3196;4;1;0,55;0,5
"12785";3197;1;1;0,55;0,575
"12786";3197;2;1;0,6;0,575
"12787";3197;3;1;0,6;0,575
"12788";3197;4;1;0,45;0,575
"12789";3198;1;1;0,4;0,475
"12790";3198;2;1;0,5;0,475
"12791";3198;3;1;0,55;0,475
"12792";3198;4;1;0,45;0,475
"12793";3199;1;1;0,35;0,475
"12794";3199;2;1;0,45;0,475
"12795";3199;3;1;0,5;0,475
"12796";3199;4;1;0,5;0,475
"12797";3200;1;1;0,3;0,475
"12798";3200;2;1;0,5;0,475
"12799";3200;3;1;0,5;0,475
"12800";3200;4;1;0,45;0,475
"12801";3201;1;1;0,45;0,45
"12802";3201;2;1;0,45;0,45
"12803";3201;3;1;0,25;0,45
"12804";3201;4;1;0,45;0,45
"12805";3202;1;1;0,15;0,45
"12806";3202;2;1;0,5;0,45
"12807";3202;3;1;0,6;0,45
"12808";3202;4;1;0,4;0,45
"12809";3203;1;1;0,5;0,475
"12810";3203;2;1;0,45;0,475
"12811";3203;3;1;0,35;0,475
"12812";3203;4;1;0,55;0,475
"12813";3204;1;1;0,35;0,375
"12814";3204;2;1;0,35;0,375
"12815";3204;3;1;0,4;0,375
"12816";3204;4;1;0,4;0,375
"12817";3205;1;1;0,45;0,5
"12818";3205;2;1;0,5;0,5
"12819";3205;3;1;0,5;0,5
"12820";3205;4;1;0,55;0,5
"12821";3206;1;1;0,5;0,55
"12822";3206;2;1;0,55;0,55
"12823";3206;3;1;0,55;0,55
"12824";3206;4;1;0,55;0,55
"12825";3207;1;1;0,55;0,5
"12826";3207;2;1;0,5;0,5
"12827";3207;3;1;0,5;0,5
"12828";3207;4;1;0,4;0,5
"12829";3208;1;1;0,3;0,475
"12830";3208;2;1;0,5;0,475
"12831";3208;3;1;0,45;0,475
"12832";3208;4;1;0,55;0,475
"12833";3209;1;1;0,5;0,525
