"";"LHS";"RHS";"support";"confidence";"coverage";"lift";"count"
"197";" Serpinh1=[6.92e+03,7.86e+03]";" Lgals3bp=[3.29e+03,3.96e+03]";0,5;1;0,5;2;2
"198";" Lgals3bp=[3.29e+03,3.96e+03]";" Serpinh1=[6.92e+03,7.86e+03]";0,5;1;0,5;2;2
"199";" Serpinh1=[6.92e+03,7.86e+03]";" Myot=[1.65e+03,2.34e+03]";0,5;1;0,5;2;2
"200";" Myot=[1.65e+03,2.34e+03]";" Serpinh1=[6.92e+03,7.86e+03]";0,5;1;0,5;2;2
"201";" Serpinh1=[6.92e+03,7.86e+03]";" Actn3=[2.83e+03,5.32e+03]";0,5;1;0,5;2;2
"202";" Actn3=[2.83e+03,5.32e+03]";" Serpinh1=[6.92e+03,7.86e+03]";0,5;1;0,5;2;2
"203";" H2bc15=[4.18e+03,4.66e+03]";" H3c11=[6.01e+03,6.35e+03]";0,5;1;0,5;2;2
"204";" H3c11=[6.01e+03,6.35e+03]";" H2bc15=[4.18e+03,4.66e+03]";0,5;1;0,5;2;2
"205";" H2bc15=[4.18e+03,4.66e+03]";" Hsp90ab1=[9.58e+03,1.16e+04]";0,5;1;0,5;2;2
"206";" Hsp90ab1=[9.58e+03,1.16e+04]";" H2bc15=[4.18e+03,4.66e+03]";0,5;1;0,5;2;2
"207";" H2bc15=[4.18e+03,4.66e+03]";" Mpo=[2.51e+03,4.23e+03]";0,5;1;0,5;2;2
"208";" Mpo=[2.51e+03,4.23e+03]";" H2bc15=[4.18e+03,4.66e+03]";0,5;1;0,5;2;2
"209";" H2bc15=[4.18e+03,4.66e+03]";" Alas2=[5.85e+03,7.38e+03]";0,5;1;0,5;2;2
"210";" Alas2=[5.85e+03,7.38e+03]";" H2bc15=[4.18e+03,4.66e+03]";0,5;1;0,5;2;2
"211";" H2bc15=[4.18e+03,4.66e+03]";" Scd1=[3.27e+04,3.68e+04]";0,5;1;0,5;2;2
"212";" Scd1=[3.27e+04,3.68e+04]";" H2bc15=[4.18e+03,4.66e+03]";0,5;1;0,5;2;2
"213";" H2bc15=[4.18e+03,4.66e+03]";" Ly6c2=[1.95e+03,2.03e+03]";0,5;1;0,5;2;2
"214";" Ly6c2=[1.95e+03,2.03e+03]";" H2bc15=[4.18e+03,4.66e+03]";0,5;1;0,5;2;2
"215";" H3c11=[6.01e+03,6.35e+03]";" Hsp90ab1=[9.58e+03,1.16e+04]";0,5;1;0,5;2;2
"216";" Hsp90ab1=[9.58e+03,1.16e+04]";" H3c11=[6.01e+03,6.35e+03]";0,5;1;0,5;2;2
"217";" H3c11=[6.01e+03,6.35e+03]";" Mpo=[2.51e+03,4.23e+03]";0,5;1;0,5;2;2
"218";" Mpo=[2.51e+03,4.23e+03]";" H3c11=[6.01e+03,6.35e+03]";0,5;1;0,5;2;2
"219";" H3c11=[6.01e+03,6.35e+03]";" Alas2=[5.85e+03,7.38e+03]";0,5;1;0,5;2;2
"220";" Alas2=[5.85e+03,7.38e+03]";" H3c11=[6.01e+03,6.35e+03]";0,5;1;0,5;2;2
