"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"gene_name"
"ENSMUSG00000000869.13";31,4471101402475;-0,265867147595452;0,305123981117486;-0,871341369569642;0,383567788459189;0,999566129306685;" Il4"
"ENSMUSG00000000876.12";813,399815647875;-0,475144425481886;0,236331204582327;-2,01050227929747;0,0443780552219329;0,999566129306685;" Pxmp4"
"ENSMUSG00000000881.13";770,94225930567;-0,157567652974711;0,14790151243827;-1,06535525145813;0,286715198645461;0,999566129306685;" Dlg3"
"ENSMUSG00000000884.18";195,919837697074;0,00338412202660675;0,184902268704108;0,0183022201421564;0,985397756346707;0,999566129306685;" Gnb1l"
"ENSMUSG00000000901.18";173,267805687018;0,104618229590799;0,424419793948623;0,246497055703918;0,805297483349487;0,999566129306685;" Mmp11"
"ENSMUSG00000000902.14";1389,2698439011;0,0795460797884884;0,12166287102989;0,653823792872238;0,513225335762971;0,999566129306685;" Smarcb1"
"ENSMUSG00000000915.16";2030,70972566661;0,108342908703719;0,100464244883067;1,0784225654592;0,280845221215838;0,999566129306685;" Hip1r"
"ENSMUSG00000000916.16";203,603617408389;-0,0545643679451903;0,149452738919054;-0,365094466249583;0,71504089152275;0,999566129306685;" Nsun5"
"ENSMUSG00000000934.10";142,238617566365;0,0901997271003915;0,307275238274569;0,293547008886517;0,769104073277492;0,999566129306685;" Top1mt"
"ENSMUSG00000000938.12";143,953234428954;-0,396973516761233;0,423862956428704;-0,936561005722155;0,34898441810658;0,999566129306685;" Hoxa10"
"ENSMUSG00000000942.11";27,8787414779696;0,427439031767128;0,341206675200657;1,252727636456;0,210304844665925;0,999566129306685;" Hoxa4"
"ENSMUSG00000000948.17";19,5945313396319;0,00326520164686633;0,449983410196579;0,0072562711710636;0,994210384070883;0,999566129306685;" Gm38393"
"ENSMUSG00000000957.12";2643,40168557944;0,204338552894983;0,196950941738281;1,03750990521548;0,299498281867262;0,999566129306685;" Mmp14"
"ENSMUSG00000000958.11";97,7956043939562;-0,171449308237231;0,389173722179043;-0,440546980606142;0,659540993494526;0,999566129306685;" Slc7a7"
"ENSMUSG00000000959.8";997,292337028066;0,183403006845775;0,127233289515609;1,44147029086499;0,149451864673033;0,999566129306685;" Oxa1l"
"ENSMUSG00000000976.14";948,061232493261;-0,0919966799093721;0,140913023573498;-0,652861443011961;0,513845607955372;0,999566129306685;" Heatr6"
"ENSMUSG00000000983.14";14,3233541501063;-0,449572283740493;0,481270702181287;-0,934135989793008;0,350233749226032;0,999566129306685;" Wfdc18"
"ENSMUSG00000001016.13";996,204190852589;0,0562678917019337;0,161382814364239;0,348660989236051;0,727343834587826;0,999566129306685;" Ilf2"
"ENSMUSG00000001017.17";2598,37505978035;0,0626534107248585;0,107574031400241;0,582421332633243;0,560282915816811;0,999566129306685;" Chtop"
"ENSMUSG00000001018.16";651,474405720347;0,0413661739708923;0,16496747503726;0,250753513451965;0,802004684316777;0,999566129306685;" Snapin"
"ENSMUSG00000001020.9";8,72208006366152;-0,667765658949185;0,631470314571029;-1,05747751484218;0,290293711236247;0,999566129306685;" S100a4"
"ENSMUSG00000001021.14";83,1359632185073;2,21970337269686;1,0933918835161;2,03010778309309;NA;NA;" S100a3"
"ENSMUSG00000001025.9";2319,4771124;0,10014882975016;0,150325944101407;0,6662112142306;0,505276106009753;0,999566129306685;" S100a6"
"ENSMUSG00000001027.8";512,594145336924;1,61939036004139;1,37967829550788;1,1737448978606;0,240497220793972;0,999566129306685;" Scn4a"
"ENSMUSG00000001029.16";28,8133877832364;-0,358924771573034;0,440612337706292;-0,814604451254131;0,415298761707012;0,999566129306685;" Icam2"
"ENSMUSG00000001034.18";351,572982358484;0,0546212541603531;0,116178453410244;0,470149606549478;0,638248134826702;0,999566129306685;" Mapk7"
"ENSMUSG00000001036.18";1577,92930783241;0,0277048429939609;0,0876377777908796;0,31612899930062;0,75190459631656;0,999566129306685;" Epn2"
"ENSMUSG00000001039.13";120,201509376869;0,266229039940302;0,187862956904906;1,41714494611657;0,156440553958344;0,999566129306685;" B9d1"
"ENSMUSG00000001052.16";2492,82686670013;0,0196272257926072;0,117452256539919;0,167108120106117;0,867284976936379;0,999566129306685;" Sec24b"
"ENSMUSG00000001053.16";415,3612488241;-0,130782067266386;0,188132472525526;-0,695159456051064;0,486955377641824;0,999566129306685;" N4bp3"
"ENSMUSG00000001054.10";743,355970488467;-0,0802741112036071;0,0913007330478976;-0,879227455506783;0,379277960743046;0,999566129306685;" Rmnd5b"
"ENSMUSG00000001056.4";618,242034051938;-0,0925606961095724;0,107418704047687;-0,861681370392271;0,388862879986419;0,999566129306685;" Nhp2"
"ENSMUSG00000001062.19";525,10345555954;0,0689936959657615;0,139026787243001;0,496261888330697;0,61970965164799;0,999566129306685;" Vps9d1"
"ENSMUSG00000001065.16";399,263333829897;-0,00881552274119431;0,1389520494308;-0,0634429126976248;0,949413816664998;0,999566129306685;" Zfp276"
"ENSMUSG00000001082.13";598,925682044361;0,233524693323178;0,178187570353577;1,31055546051723;0,190007995255149;0,999566129306685;" Mfsd10"
"ENSMUSG00000001089.15";3239,11897628819;0,0549847184672089;0,101439900066317;0,542042316990281;0,587789354456794;0,999566129306685;" Luzp1"
"ENSMUSG00000001098.16";951,183914699392;0,0616066847425994;0,137604408764184;0,447708654801723;0,654363474657986;0,999566129306685;" Kctd10"
"ENSMUSG00000001100.11";660,432833439095;0,0175002869284984;0,156340287209666;0,111937154784864;0,91087323645957;0,999566129306685;" Poldip2"
"ENSMUSG00000001103.8";346,061922847781;-0,712513283458362;0,534199781318537;-1,3337955356322;0,182270874497272;0,999566129306685;" Sebox"
"ENSMUSG00000001105.16";511,494572181017;-0,263148830577026;0,247239786580763;-1,0643466175743;0,28717170699977;0,999566129306685;" Ift20"
"ENSMUSG00000001119.8";3360,70634211358;0,0965132599155571;0,253359851477603;0,380933519469199;0,703252579402052;0,999566129306685;" Col6a1"
"ENSMUSG00000001120.16";163,8945003588;0,0710267597712273;0,21829469908392;0,325370978174428;0,744900317628341;0,999566129306685;" Pcbp3"
"ENSMUSG00000001123.16";715,224214897128;-0,0264755955884855;0,178699209949295;-0,148157317516948;0,88221861567804;0,999566129306685;" Lgals9"
"ENSMUSG00000001127.13";1629,86695492623;0,0151264811839703;0,0907199820526998;0,166738141275019;0,867576093213991;0,999566129306685;" Araf"
"ENSMUSG00000001128.8";758,813205053705;-0,0951272383551721;0,398161583147606;-0,238916164646418;0,811170590911457;0,999566129306685;" Cfp"
"ENSMUSG00000001131.12";51,2971272848474;0,159571014607352;0,467781127215714;0,341123241882665;0,733010804986719;0,999566129306685;" Timp1"
"ENSMUSG00000001134.10";135,153001043219;0,0306076136157418;0,162832074910493;0,187970420646954;0,850899838742264;0,999566129306685;" Uxt"
"ENSMUSG00000001138.14";616,745753851174;0,168840654323209;0,0955245639799259;1,76751033753674;0,0771427993035674;0,999566129306685;" Cnnm3"
"ENSMUSG00000001143.14";575,451837553742;-0,0917906250755192;0,108146916867977;-0,84875859371539;0,39601563470509;0,999566129306685;" Lman2l"
"ENSMUSG00000001150.8";799,768819534073;0,27844896261331;0,152158074998878;1,82999793218575;0,0672502480453278;0,999566129306685;" Mcm3ap"
"ENSMUSG00000001151.11";1003,94269285042;0,286286169643699;0,17630325772108;1,62382801851919;0,104412518472495;0,999566129306685;" Pcnt"
"ENSMUSG00000001156.10";1662,62212740072;-0,0871295722818129;0,337354509656171;-0,258273032634467;0,796196197232684;0,999566129306685;" Mxd1"
"ENSMUSG00000001157.14";451,871196483345;0,1172958975508;0,164749994911707;0,711962981326108;0,476487699744087;0,999566129306685;" Gmcl1"
